outer_fold,row_id,person_id,p_t13,p_t18,p_t21,p_interaction
1,166,B039,0.206442687264,0.190253068589,0.0257947827078,0.024869581776
1,167,B039,0.0183359649207,0.237731533535,0.0257947827078,0.0248517369484
1,168,B039,0.052220702893,0.397565643293,0.0257947827078,0.0248368476814
1,169,B039,0.0672010834483,0.044042645048,0.0390503020051,0.024869581776
1,170,B040,0.0152828872063,0.171570621882,0.0221926286586,0.0249623553153
1,171,B040,0.0731965197446,0.130622892779,0.0221926286586,0.0249598229435
1,172,B040,0.072525209085,0.0711054097222,0.0221926286586,0.080505757548
1,173,B040,0.0170156692394,0.0771960067608,0.0221926286586,0.071309498436
1,174,B041,0.0072243109365,0.07930575488,0.0221926286586,0.0249627332102
1,175,B041,0.0111990849576,0.0204500606078,0.0221926286586,0.0249627332102
1,176,B041,0.00977439301355,0.0426575607792,0.0221926286586,0.0314676434034
1,177,B041,0.00811963578284,0.0419055709769,0.0221926286586,0.024962724396
1,183,B043,0.0080916808591,0.0329052723939,0.0257947827078,0.024869581776
1,184,B043,0.00709443365663,0.0214784447027,0.0257947827078,0.0248517369484
1,185,B043,0.00873373514786,0.0285178538417,0.0257947827078,0.024869581776
1,186,B043,0.00649822950828,0.0315888915072,0.0257947827078,0.0248517369484
1,191,B045,0.025120981861,0.0422049293116,0.0257947827078,0.024869581776
1,192,B045,0.00893400181582,0.109540571943,0.0257947827078,0.024869581776
1,193,B045,0.0186432605939,0.190366592618,0.0257947827078,0.024869581776
1,194,B045,0.0103473615583,0.0293719307604,0.0390503020051,0.0248517369484
1,195,B045,0.0394373270681,0.0284887950658,0.0257947827078,0.0335280705274
1,196,B045,0.0110606045387,0.0565445482133,0.0257947827078,0.033504226383
1,197,B046,0.0071528117846,0.0454470909983,0.0255092322287,0.0184387599931
1,198,B046,0.0615343858496,0.213387569927,0.0255092322287,0.0297036798969
1,199,B046,0.0139240798955,0.230480799295,0.0255092322287,0.0266269108664
1,200,B046,0.789019491463,0.147053373477,0.0255092322287,0.0205944258049
1,201,B047,0.00707960441734,0.0170297631314,0.0221926286586,0.0249627239846
1,202,B047,0.0125363799686,0.0476760123742,0.0221926286586,0.0298483467981
1,203,B047,0.0103008793342,0.117555124746,0.0221926286586,0.0286707230085
1,204,B047,0.0106522563403,0.0697226452512,0.0221926286586,0.0249601915764
1,205,B048,0.00656070717578,0.0254732428583,0.0390503020051,0.024869581776
1,206,B048,0.027342197673,0.0197214308116,0.0257947827078,0.0248261715101
1,207,B048,0.153970981285,0.0784184389326,0.0257947827078,0.048050790131
1,208,B048,0.025859830915,0.334732746491,0.0257947827078,0.189418794867
1,209,B049,0.225510717506,0.0558340221901,0.0257947827078,0.189418794867
1,210,B049,0.070467375402,0.0556560396294,0.0257947827078,0.024869581776
1,211,B049,0.01419873308,0.0284472114632,0.0390503020051,0.024869581776
1,212,B049,0.0155081206122,0.0199412709243,0.0390503020051,0.024869581776
1,213,B049,0.0212803745965,0.0464520526786,0.0390503020051,0.024869581776
1,214,B050,0.0253841261741,0.0522835437278,0.0390503020051,0.0248261715101
1,215,B050,0.00983604826024,0.0342626192735,0.0257947827078,0.0248261715101
1,216,B050,0.0119297437797,0.0762183637827,0.0257947827078,0.033504226383
1,217,B050,0.0156692994412,0.0778207067374,0.0257947827078,0.024869581776
1,224,B052,0.408649056894,0.048614109891,0.0255092322287,0.0205936636018
1,225,B052,0.463472429226,0.14995906271,0.0255092322287,0.0391676028587
1,226,B052,0.00950607658071,0.160436979262,0.0255092322287,0.0184434007311
1,227,B052,0.00709918713486,0.120959585433,0.0255092322287,0.0410521456959
1,228,B052,0.0123679402847,0.0388974591155,0.0255092322287,0.0184311241785
1,229,B052,0.0363452378415,0.0890493122522,0.0255092322287,0.0184429636017
1,230,B053,0.00954818962547,0.0333391825599,0.0257947827078,0.0248517369484
1,231,B053,0.032214256345,0.0798755351243,0.0257947827078,0.0481328058098
1,232,B053,0.0131809976114,0.0473032575717,0.0257947827078,0.0248368476814
1,233,B053,0.0159130745676,0.057777276199,0.0390503020051,0.0248368476814
1,234,B054,0.00901053219387,0.0468603227168,0.0257947827078,0.024869581776
1,235,B054,0.0158517169281,0.0233409088748,0.0257947827078,0.0248597019745
1,236,B054,0.0245441874658,0.0402627197918,0.0390503020051,0.024869581776
1,237,B054,0.0893494916946,0.219934099767,0.0390503020051,0.024869581776
1,238,B054,0.0439418978857,0.118375137088,0.0257947827078,0.024869581776
1,239,B055,0.0117947565614,0.0932261946215,0.0255092322287,0.018434623034
1,240,B055,0.00669771384806,0.0333106114872,0.0255092322287,0.0184361527595
1,241,B056,0.00714305307976,0.0233329323614,0.0402726660281,0.0203368670974
1,242,B056,0.0106990758704,0.0155234230049,0.0255092322287,0.0184332559069
1,243,B056,0.0139991970271,0.0646758581468,0.0255092322287,0.0184391801966
1,244,B056,0.00781483150556,0.08941212861,0.0255092322287,0.0184449385851
1,245,B057,0.0175564074719,0.0367114833557,0.0221926286586,0.0249597213176
1,246,B057,0.0470784618845,0.0881350505345,0.0221926286586,0.121188478542
1,247,B057,0.047592954091,0.0940945180291,0.0221926286586,0.0773830214761
1,248,B057,0.00655632945377,0.092064849041,0.0221926286586,0.024962724396
1,249,B057,0.00799369204417,0.0978586941734,0.0221926286586,0.024962724396
1,250,B058,0.73616617107,0.35710621898,0.0255092322287,0.0741136137651
1,251,B058,0.00927210841774,0.103712005063,0.0255092322287,0.0203325575818
1,252,B058,0.00943386748022,0.0246937345958,0.0255092322287,0.0184332559069
1,253,B058,0.0165344627759,0.0911326186593,0.0255092322287,0.0355393503135
1,254,B059,0.00802521836997,0.0203303118801,0.0221926286586,0.0249598229435
1,255,B059,0.028962970448,0.020110401885,0.0221926286586,0.0249623553153
1,256,B059,0.024759442142,0.0297154856369,0.0221926286586,0.0305575751733
1,257,B060,0.0180071733781,0.168977204009,0.0221926286586,0.0249623553153
1,258,B060,0.0179624110391,0.224946900562,0.0221926286586,0.0249623553153
1,259,B060,0.0180450250185,0.20271980025,0.0221926286586,0.0249623553153
1,260,B060,0.139416377367,0.747314161619,0.0221926286586,0.0576455639579
1,261,B061,0.0258376969696,0.430115439741,0.0257947827078,0.024869581776
1,262,B061,0.0166158866457,0.0698744634359,0.0257947827078,0.024869581776
1,263,B061,0.00649152827537,0.0515185316494,0.0409841961208,0.024869581776
1,264,B061,0.0064230327313,0.0900881968137,0.0257947827078,0.024869581776
1,265,B062,0.0180336208507,0.0221867632467,0.0221926286586,0.0249597301308
1,266,B062,0.105004270195,0.0202962745072,0.0221926286586,0.0321489231215
1,267,B062,0.165165823668,0.0220018227286,0.0221926286586,0.0321489231215
1,268,B062,0.0246900350318,0.0695368198316,0.0221926286586,0.0583497923067
1,269,B062,0.0368492137065,0.0252715245075,0.0221926286586,0.0579163036223
1,270,B062,0.0336060267215,0.0373968387963,0.0221926286586,0.0379141821952
1,279,B065,0.00900392676652,0.485873639195,0.0377312332226,0.0266263162142
1,280,B065,0.00669154900947,0.145865097515,0.0377312332226,0.0268882890724
1,281,B065,0.0099692577531,0.0343201546107,0.0377312332226,0.026625779784
1,282,B065,0.0566770989422,0.0493963368117,0.0377312332226,0.0355508062835
1,292,B067,0.0212190850847,0.27024444725,0.0221926286586,0.0249601915764
1,293,B067,0.0899163885396,0.335313377631,0.0221926286586,0.0774481588552
1,294,B067,0.0213890712389,0.156822707578,0.0221926286586,0.0249601915764
1,295,B068,0.00653347977911,0.0304649628144,0.0390503020051,0.024869581776
1,296,B068,0.031378624607,0.124646015328,0.0257947827078,0.189418794867
1,297,B068,0.0283695873425,0.139730778091,0.0257947827078,0.0248517369484
1,298,B068,0.0145598201123,0.0778435627559,0.0257947827078,0.024869581776
1,307,B071,0.0281500632576,0.0811769264691,0.0257947827078,0.024869581776
1,308,B071,0.00701615545174,0.0655162758199,0.0257947827078,0.0700107410188
1,309,B071,0.0306028694809,0.159339428062,0.0257947827078,0.0700107410188
1,310,B071,0.0164087419046,0.0437556206083,0.0257947827078,0.0248517369484
1,315,B073,0.00730731135144,0.408863646546,0.0377312332226,0.0203356658162
1,316,B073,0.00946344287091,0.0360412336534,0.0255092322287,0.0184407765756
1,317,B073,0.019260559683,0.0280300002031,0.0377312332226,0.0211493873428
1,318,B073,0.0706620282698,0.12620735786,0.0377312332226,0.0412579778806
1,324,B075,0.0134562939645,0.0646664565304,0.0221926286586,0.024962724396
1,325,B075,0.00927833155213,0.0704296469646,0.0221926286586,0.0249597301308
1,326,B075,0.0509781343711,0.0726755264437,0.0221926286586,0.0410026392084
1,327,B075,0.0847047893744,0.570247296011,0.0221926286586,0.0349292049782
1,346,B080,0.118107053402,0.116548798537,0.0255092322287,0.0227064139697
1,347,B080,0.0501291242612,0.107955676443,0.0255092322287,0.0297073584016
1,348,B080,0.0130129383623,0.0512649754291,0.0255092322287,0.0203382589842
1,349,B080,0.0168764530352,0.0591849424856,0.0255092322287,0.0184370665827
1,350,B081,0.00946494145172,0.0332604531933,0.0255092322287,0.0203374884988
1,351,B081,0.0109461021917,0.0551760399556,0.0255092322287,0.0184451449634
1,352,B081,0.0206736676469,0.0162180288431,0.0255092322287,0.0203382589842
1,353,B081,0.588657077924,0.106349788588,0.0255092322287,0.0392121097128
1,354,B081,0.0139980099927,0.0171861890822,0.0255092322287,0.0203382589842
1,359,B083,0.0227077025839,0.116077490068,0.0257947827078,0.024869581776
1,360,B083,0.00700152181996,0.0200157194866,0.0257947827078,0.024869581776
1,361,B083,0.0212611770254,0.0908743410883,0.0257947827078,0.024869581776
1,362,B083,0.0427619114598,0.0643332178285,0.0409841961208,0.048070961418
1,363,B084,0.0751088099729,0.037748536252,0.0221926286586,0.0486675708256
1,364,B084,0.0106407203292,0.0173112201556,0.0221926286586,0.0249622012452
1,365,B084,0.0164925385618,0.0253526923592,0.0368177424076,0.0331588662431
1,366,B084,0.00799529724742,0.0367238479582,0.0221926286586,0.0305575751733
1,367,B085,0.00941347449118,0.0246411863184,0.0221926286586,0.0249622012452
1,368,B085,0.0110270781125,0.0172905082943,0.0221926286586,0.0249622012452
1,369,B085,0.0136623367441,0.0313191898326,0.0221926286586,0.0249598229435
1,370,B085,0.00892981157704,0.0426976813633,0.0221926286586,0.0249601915764
1,371,B086,0.0124468781762,0.142500189079,0.0255092322287,0.0203267717644
1,372,B086,0.0320834889337,0.0924957266954,0.0255092322287,0.0236581728552
1,373,B086,0.0124007230868,0.125614451742,0.0255092322287,0.0237192956189
1,374,B086,0.0168852655142,0.0456821459232,0.0255092322287,0.023712971927
1,375,B087,0.0137258240853,0.0261242472973,0.0255092322287,0.0184374770391
1,376,B087,0.00691932064346,0.0639754523021,0.0255092322287,0.0410521456959
1,377,B087,0.0292471279248,0.0231934943594,0.0255092322287,0.0184392076365
1,378,B087,0.045594064751,0.331046922852,0.0255092322287,0.0266256772565
1,379,B087,0.00785494043199,0.0391934467628,0.0255092322287,0.0184408700798
1,380,B088,0.00886779125675,0.0364684086243,0.0257947827078,0.024869581776
1,381,B088,0.00829114642485,0.0654389181831,0.0257947827078,0.024869581776
1,382,B088,0.234183229615,0.200561596598,0.0257947827078,0.189418794867
1,383,B088,0.0161690808425,0.0255227035564,0.0390503020051,0.024869581776
1,384,B089,0.0137490593366,0.312963170855,0.0255092322287,0.0184401742884
1,385,B089,0.0462364733583,0.017038022784,0.0255092322287,0.0391735852279
1,386,B089,0.0409346530308,0.0161734559621,0.0255092322287,0.0346085225337
1,387,B089,0.0122633575796,0.0212342847578,0.0255092322287,0.024383483599
1,388,B090,0.374442050552,0.21087345545,0.0221926286586,0.0488678509402
1,389,B090,0.0454245302561,0.319545515018,0.0221926286586,0.0343265268444
1,390,B090,0.0430178563045,0.190362312954,0.0221926286586,0.0286862653844
1,391,B090,0.0568643398075,0.210359039331,0.0221926286586,0.0652032053843
1,392,B091,0.0831235575196,0.15211645629,0.0390503020051,0.048050790131
1,393,B092,0.0129360293633,0.587045502011,0.0255092322287,0.0266298388045
1,394,B092,0.0967363173267,0.759987253451,0.0255092322287,0.0498373313882
1,395,B092,0.0138192416633,0.289345728082,0.0255092322287,0.0203353810084
1,396,B092,0.0162855025843,0.125423884753,0.0255092322287,0.0184439949128
1,397,B092,0.0567676638437,0.0370618900802,0.0255092322287,0.0205962908822
1,398,B093,0.00644799602528,0.0660980999726,0.0257947827078,0.024869581776
1,399,B093,0.00709202981631,0.0555318093641,0.0257947827078,0.0248517369484
1,400,B093,0.0791276348596,0.0386805291253,0.0257947827078,0.024869581776
1,401,B093,0.0549216855645,0.758090229566,0.0257947827078,0.189418794867
1,402,B094,0.0520906645292,0.558719536045,0.0257947827078,0.189418794867
1,403,B094,0.00845515162419,0.126089436767,0.0257947827078,0.189418794867
1,404,B094,0.0265242728214,0.0330600076491,0.0390503020051,0.024869581776
1,405,B094,0.0190825100946,0.0404226587562,0.0257947827078,0.024869581776
1,413,B097,0.00896913179605,0.0711071797487,0.0221926286586,0.0298043463249
1,414,B097,0.00709478627428,0.0220193263363,0.0221926286586,0.0248899619799
1,415,B097,0.0196974995425,0.567138722387,0.0221926286586,0.0298056058028
1,416,B097,0.209308244417,0.0703940355269,0.0221926286586,0.0466785870313
1,421,B099,0.368666747355,0.233008194702,0.0221926286586,0.10320287365
1,422,B099,0.0164133522864,0.421656175433,0.0221926286586,0.0249627239846
1,423,B099,0.0412115962104,0.37614263314,0.0221926286586,0.0362217318821
1,424,B099,0.0375200139833,0.430954729678,0.0221926286586,0.0362217318821
1,433,B102,0.0100184629103,0.092867579272,0.0257947827078,0.0248368476814
1,434,B102,0.0100758253822,0.0478258228499,0.0390503020051,0.024869581776
1,435,B102,0.0787278901451,0.125599910249,0.0257947827078,0.0248368476814
1,436,B102,0.105968185851,0.431381387127,0.0257947827078,0.0700107410188
1,437,B103,0.00651175675405,0.0259440403353,0.0390503020051,0.024869581776
1,438,B103,0.0865930265175,0.0676657058975,0.0409841961208,0.0335280705274
1,439,B103,0.00988949317121,0.078076791282,0.0390503020051,0.189418794867
1,440,B103,0.026173991097,0.0401010978685,0.0257947827078,0.0334843312072
1,441,B103,0.0137470790555,0.0183216108911,0.0257947827078,0.033504226383
1,442,B103,0.00878126935031,0.116467823556,0.0390503020051,0.024869581776
1,443,B103,0.0141454939141,0.3318354085,0.0390503020051,0.024869581776
1,444,B104,0.0820166541389,0.730970073933,0.0257947827078,0.0704432889352
1,445,B104,0.0616082314739,0.0712455271182,0.0390503020051,0.0248261715101
1,451,B106,0.0071246837123,0.0209633077748,0.0255092322287,0.0184193868819
1,452,B106,0.00857224235696,0.0215852520485,0.0255092322287,0.0184434006006
1,453,B106,0.00998873799156,0.021437477187,0.0255092322287,0.0351433167325
1,454,B107,0.0202072488375,0.0267695897468,0.0255092322287,0.0203253203436
1,455,B107,0.00713992426185,0.0334922054093,0.0255092322287,0.0237214281517
1,456,B107,0.0509016875686,0.0591390191304,0.0255092322287,0.0381051695974
1,457,B107,0.00715367095646,0.0204889764745,0.0255092322287,0.031350434725
1,458,B107,0.0320834889337,0.054965228053,0.0255092322287,0.024382583282
1,462,B109,0.0136808828756,0.0174415581772,0.0221926286586,0.0249374660846
1,463,B109,0.00721393433544,0.0278742526894,0.0221926286586,0.0249374748902
1,464,B109,0.0121161931849,0.0346400903185,0.0221926286586,0.0249374748902
1,465,B109,0.0199203055015,0.0173275796355,0.0221926286586,0.0249597213176
1,466,B110,0.0137261851336,0.0200535840194,0.0255092322287,0.0184327780522
1,467,B111,0.0125409181198,0.204487610068,0.0257947827078,0.024869581776
1,468,B111,0.00702869159716,0.0320019787473,0.0257947827078,0.024869581776
1,469,B111,0.0249166359405,0.0430378113706,0.0257947827078,0.0248597019745
1,470,B111,0.0271185982172,0.250873486891,0.0390503020051,0.024869581776
1,471,B112,0.159426423129,0.375103021432,0.0221926286586,0.0343331885869
1,480,B115,0.0239975612433,0.0172984785594,0.0221926286586,0.0249373117532
1,481,B115,0.0908285916127,0.0291155503481,0.0221926286586,0.0249373117532
1,482,B115,0.0144673794386,0.0315118254403,0.0221926286586,0.0249374748902
1,483,B115,0.0152652874557,0.0207234327778,0.0368177424076,0.0249373117532
1,488,B117,0.0478011353597,0.066097011587,0.0255092322287,0.0205970958423
1,489,B117,0.0100789515563,0.330054236959,0.0255092322287,0.0184407226773
1,490,B117,0.0177619242831,0.359723244279,0.0255092322287,0.0184431229617
1,491,B117,0.0131832156889,0.418721714587,0.0255092322287,0.0266299913702
1,492,B118,0.00934096105544,0.0488906818372,0.0221926286586,0.0292072568966
1,493,B119,0.149626192794,0.469731217388,0.0221926286586,0.0457490990193
1,494,B119,0.179208253401,0.0677787983795,0.0221926286586,0.045747197594
1,495,B120,0.0640838429298,0.196348476033,0.0255092322287,0.0184040712335
1,496,B120,0.00797667351585,0.0354205253953,0.0255092322287,0.0184312267255
1,499,B122,0.0064857605064,0.0438155046783,0.0257947827078,0.024869581776
1,500,B122,0.00970947427503,0.0623148907982,0.0390503020051,0.0248597019745
1,504,B124,0.0064785580846,0.0218210838905,0.0390503020051,0.024869581776
1,505,B124,0.00654879092414,0.0347045115427,0.0257947827078,0.024869581776
1,506,B124,0.0229873242082,0.172754841086,0.0257947827078,0.0700107410188
1,507,B124,0.0614184266968,0.0919920355497,0.0257947827078,0.024869581776
1,508,B125,0.0113659969127,0.2466405629,0.0377312332226,0.0184410506306
1,509,B125,0.0514708131002,0.0201272624581,0.0255092322287,0.0381017735222
1,510,B125,0.0102882820792,0.0194423952999,0.0255092322287,0.0544174633349
1,511,B125,0.0178637423301,0.0158027389052,0.0255092322287,0.0236590822411
1,516,B127,0.00720472739429,0.0209486321683,0.0221926286586,0.0249623553153
1,517,B127,0.107394941382,0.104967246677,0.0221926286586,0.0314816480646
1,518,B127,0.0089604096568,0.0204261437956,0.0221926286586,0.0305575751733
1,519,B127,0.00798064380706,0.0465025212114,0.0221926286586,0.0305606576806
1,528,B130,0.00945690828993,0.0318221578147,0.0255092322287,0.0184272343813
1,529,B130,0.0687653899955,0.109196542131,0.0377312332226,0.0205970862765
1,530,B130,0.0183404754399,0.0878572931725,0.0377312332226,0.0184434509556
1,531,B130,0.607568239463,0.143076845555,0.0255092322287,0.0296833406959
1,532,B131,0.0671447314137,0.0577678039245,0.0257947827078,0.048070961418
