日期,时间段,电价（元/kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,净负荷（kWh）,计划购电量（kWh）,充电量（kWh）,放电量（kWh）,运行模式,弃光量（kWh）,未利用计划购电量（kWh）,紧急购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段末SOC（%）,时段购电费（元）,累计购电费（元）
2025-02-01,01:40-01:50,0.433300,448.025967,0.000000,448.025967,448.025967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,194.129651,3255.788795
2025-02-01,01:50-02:00,0.431100,397.403333,0.000000,397.403333,397.403333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,171.320577,3427.109372
2025-02-01,02:00-02:10,0.429300,434.090633,0.000000,434.090633,434.090633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,186.355109,3613.464481
2025-02-01,02:10-02:20,0.432400,490.560917,0.000000,490.560917,490.560917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,212.118540,3825.583022
2025-02-01,02:20-02:30,0.436700,503.220000,0.000000,503.220000,503.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,219.756174,4045.339196
2025-02-01,02:30-02:40,0.434800,474.072817,0.000000,474.072817,474.072817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,206.126861,4251.466056
2025-02-01,02:40-02:50,0.433500,461.384400,0.000000,461.384400,461.384400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,200.010137,4451.476194
2025-02-01,02:50-03:00,0.435700,476.941667,0.000000,476.941667,476.941667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,207.803484,4659.279678
2025-02-01,03:00-03:10,0.437400,483.399550,0.000000,483.399550,483.399550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,211.438963,4870.718641
2025-02-01,03:10-03:20,0.437100,486.601917,0.000000,486.601917,486.601917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,212.693698,5083.412339
2025-02-01,03:20-03:30,0.435600,498.848333,0.000000,498.848333,498.848333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,217.298334,5300.710673
2025-02-01,03:30-03:40,0.435300,518.309733,0.000000,518.309733,518.309733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,225.620227,5526.330900
2025-02-01,03:40-03:50,0.436000,509.133467,0.000000,509.133467,509.133467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,221.982191,5748.313091
2025-02-01,03:50-04:00,0.437800,483.616667,0.000000,483.616667,483.616667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,211.727377,5960.040468
2025-02-01,04:00-04:10,0.440100,491.186800,0.000000,491.186800,491.186800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,216.171311,6176.211779
2025-02-01,04:10-04:20,0.438900,504.645283,0.000000,504.645283,504.645283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,221.488815,6397.700594
2025-02-01,04:20-04:30,0.436400,505.578333,0.000000,505.578333,505.578333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,220.634385,6618.334978
2025-02-01,04:30-04:40,0.439300,503.230967,0.000000,503.230967,503.230967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,221.069364,6839.404342
2025-02-01,04:40-04:50,0.442200,502.846983,0.000000,502.846983,502.846983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,222.358936,7061.763278
2025-02-01,04:50-05:00,0.439500,499.641667,0.000000,499.641667,499.641667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,219.592512,7281.355790
2025-02-01,05:00-05:10,0.433300,488.783583,0.000000,488.783583,488.783583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,211.789927,7493.145717
2025-02-01,05:10-05:20,0.443900,498.518750,0.000000,498.518750,498.518750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,221.292473,7714.438190
2025-02-01,05:20-05:30,0.430100,529.223333,0.000000,529.223333,529.223333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,71.404674,227.618956,7942.057146
2025-02-01,05:30-05:40,0.371300,547.410317,0.000000,547.410317,1380.743650,833.333333,0.000000,1.000000,0.000000,0.000000,0.000000,8568.560833,9318.560833,77.654674,512.670117,8454.727263
2025-02-01,05:40-05:50,0.570800,531.227400,0.000000,531.227400,0.000000,0.000000,531.227400,0.000000,0.000000,0.000000,0.000000,9318.560833,8728.308167,72.735901,0.000000,8454.727263
2025-02-01,05:50-06:00,0.909900,510.983333,0.000000,510.983333,0.000000,0.000000,510.983333,0.000000,0.000000,0.000000,0.000000,8728.308167,8160.548907,68.004574,0.000000,8454.727263
2025-02-01,06:00-06:10,0.936800,535.187183,0.000000,535.187183,0.000000,0.000000,535.187183,0.000000,0.000000,0.000000,0.000000,8160.548907,7565.896481,63.049137,0.000000,8454.727263
2025-02-01,06:10-06:20,0.875800,533.999350,0.644017,533.355333,0.000000,0.000000,533.355333,0.000000,0.000000,0.000000,0.000000,7565.896481,6973.279444,58.110662,0.000000,8454.727263
2025-02-01,06:20-06:30,0.875900,504.520000,0.000000,504.520000,0.000000,0.000000,504.520000,0.000000,0.000000,0.000000,0.000000,6973.279444,6412.701667,53.439181,0.000000,8454.727263
2025-02-01,06:30-06:40,0.860100,519.553683,0.000000,519.553683,0.000000,0.000000,519.553683,0.000000,0.000000,0.000000,0.000000,6412.701667,5835.419796,48.628498,0.000000,8454.727263
2025-02-01,06:40-06:50,0.844200,566.415000,14.934917,551.480083,0.000000,0.000000,551.480083,0.000000,0.000000,0.000000,0.000000,5835.419796,5222.664148,43.522201,0.000000,8454.727263
2025-02-01,06:50-07:00,0.833400,608.791667,56.750000,552.041667,0.000000,0.000000,552.041667,0.000000,0.000000,0.000000,0.000000,5222.664148,4609.284519,38.410704,0.000000,8454.727263
2025-02-01,07:00-07:10,0.809200,617.214050,102.656000,514.558050,0.000000,0.000000,514.558050,0.000000,0.000000,0.000000,0.000000,4609.284519,4037.553352,33.646278,0.000000,8454.727263
2025-02-01,07:10-07:20,0.797200,595.396467,147.487917,447.908550,0.000000,0.000000,447.908550,0.000000,0.000000,0.000000,0.000000,4037.553352,3539.877185,29.498977,0.000000,8454.727263
2025-02-01,07:20-07:30,0.764400,579.536667,190.112500,389.424167,0.000000,0.000000,389.424167,0.000000,0.000000,0.000000,0.000000,3539.877185,3107.183667,25.893197,0.000000,8454.727263
2025-02-01,07:30-07:40,0.689900,609.000367,231.346617,377.653750,0.000000,0.000000,377.653750,0.000000,0.000000,0.000000,0.000000,3107.183667,2687.568389,22.396403,0.000000,8454.727263
2025-02-01,07:40-07:50,0.860000,640.236683,279.075333,361.161350,0.000000,0.000000,361.161350,0.000000,0.000000,0.000000,0.000000,2687.568389,2286.278000,19.052317,0.000000,8454.727263
2025-02-01,07:50-08:00,1.161700,633.941667,334.018750,299.922917,0.000000,0.000000,299.922917,0.000000,0.000000,0.000000,0.000000,2286.278000,1953.030315,16.275253,0.000000,8454.727263
2025-02-01,08:00-08:10,1.168300,590.910650,388.684417,202.226233,0.000000,0.000000,202.226233,0.000000,0.000000,0.000000,0.000000,1953.030315,1728.334500,14.402787,0.000000,8454.727263
2025-02-01,08:10-08:20,1.095600,568.558167,438.765567,129.792600,0.000000,0.000000,129.792600,0.000000,0.000000,0.000000,0.000000,1728.334500,1584.120500,13.201004,0.000000,8454.727263
2025-02-01,08:20-08:30,1.084900,574.228333,487.943750,86.284583,0.000000,0.000000,86.284583,0.000000,0.000000,0.000000,0.000000,1584.120500,1488.248741,12.402073,0.000000,8454.727263
2025-02-01,08:30-08:40,1.061000,577.852317,541.883167,35.969150,0.000000,0.000000,35.969150,0.000000,0.000000,0.000000,0.000000,1488.248741,1448.283019,12.069025,0.000000,8454.727263
2025-02-01,08:40-08:50,1.043000,649.080033,586.626100,62.453933,0.000000,0.000000,62.453933,0.000000,0.000000,0.000000,0.000000,1448.283019,1378.889759,11.490748,0.000000,8454.727263
2025-02-01,08:50-09:00,1.036000,737.126667,621.950000,115.176667,0.000000,0.000000,115.176667,0.000000,0.000000,0.000000,0.000000,1378.889759,1250.915685,10.424297,0.000000,8454.727263
2025-02-01,09:00-09:10,1.014700,711.253417,665.429300,45.824117,0.000000,0.000000,45.824117,0.000000,0.000000,0.000000,0.000000,1250.915685,1200.000000,10.000000,0.000000,8454.727263
2025-02-01,09:10-09:20,0.992200,698.361700,729.722200,-31.360500,0.000000,31.360500,0.000000,1.000000,0.000000,0.000000,0.000000,1200.000000,1228.224450,10.235204,0.000000,8454.727263
2025-02-01,09:20-09:30,0.970000,736.386667,798.087500,-61.700833,0.000000,61.700833,0.000000,1.000000,0.000000,0.000000,0.000000,1228.224450,1283.755200,10.697960,0.000000,8454.727263
2025-02-01,09:30-09:40,0.942200,733.212567,838.320683,-105.108117,0.000000,105.108117,0.000000,1.000000,0.000000,0.000000,0.000000,1283.755200,1378.352505,11.486271,0.000000,8454.727263
2025-02-01,09:40-09:50,0.956900,697.122367,867.319617,-170.197250,0.000000,170.197250,0.000000,1.000000,0.000000,0.000000,0.000000,1378.352505,1531.530030,12.762750,0.000000,8454.727263
2025-02-01,09:50-10:00,0.997700,678.588333,894.018750,-215.430417,0.000000,215.430417,0.000000,1.000000,0.000000,0.000000,0.000000,1531.530030,1725.417405,14.378478,0.000000,8454.727263
2025-02-01,10:00-10:10,0.991900,711.432200,911.849833,-200.417633,0.000000,200.417633,0.000000,1.000000,0.000000,0.000000,0.000000,1725.417405,1905.793275,15.881611,0.000000,8454.727263
2025-02-01,10:10-10:20,0.958800,706.707050,933.627233,-226.920183,0.000000,226.920183,0.000000,1.000000,0.000000,0.000000,0.000000,1905.793275,2110.021440,17.583512,0.000000,8454.727263
2025-02-01,10:20-10:30,0.954900,666.993333,959.218750,-292.225417,0.000000,292.225417,0.000000,1.000000,0.000000,0.000000,0.000000,2110.021440,2373.024315,19.775203,0.000000,8454.727263
2025-02-01,10:30-10:40,0.983900,678.720433,979.808167,-301.087733,0.000000,301.087733,0.000000,1.000000,0.000000,0.000000,0.000000,2373.024315,2644.003275,22.033361,0.000000,8454.727263
2025-02-01,10:40-10:50,0.799000,678.130500,1021.347900,-343.217400,0.000000,343.217400,0.000000,1.000000,0.000000,0.000000,0.000000,2644.003275,2952.898935,24.607491,0.000000,8454.727263
2025-02-01,10:50-11:00,0.502500,652.925000,1060.275000,-407.350000,0.000000,407.350000,0.000000,1.000000,0.000000,0.000000,0.000000,2952.898935,3319.513935,27.662616,0.000000,8454.727263
2025-02-01,11:00-11:10,0.466200,657.694350,1046.177817,-388.483467,0.000000,388.483467,0.000000,1.000000,0.000000,0.000000,0.000000,3319.513935,3669.149055,30.576242,0.000000,8454.727263
2025-02-01,11:10-11:20,0.500700,656.101717,1051.341783,-395.240067,0.000000,395.240067,0.000000,1.000000,0.000000,0.000000,0.000000,3669.149055,4024.865115,33.540543,0.000000,8454.727263
2025-02-01,11:20-11:30,0.482700,654.535000,1099.062500,-444.527500,0.000000,444.527500,0.000000,1.000000,0.000000,0.000000,0.000000,4024.865115,4424.939865,36.874499,0.000000,8454.727263
2025-02-01,11:30-11:40,0.478500,692.208550,1136.315650,-444.107100,0.000000,444.107100,0.000000,1.000000,0.000000,0.000000,0.000000,4424.939865,4824.636255,40.205302,0.000000,8454.727263
2025-02-01,11:40-11:50,0.466200,680.149483,1128.416817,-448.267333,0.000000,448.267333,0.000000,1.000000,0.000000,0.000000,0.000000,4824.636255,5228.076855,43.567307,0.000000,8454.727263
2025-02-01,11:50-12:00,0.443200,640.033333,1100.656250,-460.622917,0.000000,460.622917,0.000000,1.000000,0.000000,0.000000,0.000000,5228.076855,5642.637480,47.021979,0.000000,8454.727263
2025-02-01,12:00-12:10,0.441100,676.841383,1105.483200,-428.641817,0.000000,428.641817,0.000000,1.000000,0.000000,0.000000,0.000000,5642.637480,6028.415115,50.236793,0.000000,8454.727263
2025-02-01,12:10-12:20,0.455100,663.093800,1089.481067,-426.387267,0.000000,426.387267,0.000000,1.000000,0.000000,0.000000,0.000000,6028.415115,6412.163655,53.434697,0.000000,8454.727263
2025-02-01,12:20-12:30,0.446300,594.021667,1052.412500,-458.390833,0.000000,458.390833,0.000000,1.000000,0.000000,0.000000,0.000000,6412.163655,6824.715405,56.872628,0.000000,8454.727263
2025-02-01,12:30-12:40,0.411300,601.114167,1052.097767,-450.983600,194.664783,645.648383,0.000000,1.000000,0.000000,0.000000,0.000000,6824.715405,7405.798950,61.714991,80.065625,8534.792888
2025-02-01,12:40-12:50,0.568200,633.335367,1058.989750,-425.654383,0.000000,425.654383,0.000000,1.000000,0.000000,0.000000,0.000000,7405.798950,7788.887895,64.907399,0.000000,8534.792888
2025-02-01,12:50-13:00,0.827900,638.681667,1052.225000,-413.543333,0.000000,413.543333,0.000000,1.000000,0.000000,0.000000,0.000000,7788.887895,8161.076895,68.008974,0.000000,8534.792888
2025-02-01,13:00-13:10,0.863600,619.374233,1041.022917,-421.648683,0.000000,421.648683,0.000000,1.000000,0.000000,0.000000,0.000000,8161.076895,8540.560710,71.171339,0.000000,8534.792888
2025-02-01,13:10-13:20,0.841600,606.504400,1029.228833,-422.724433,0.000000,422.724433,0.000000,1.000000,0.000000,0.000000,0.000000,8540.560710,8921.012700,74.341773,0.000000,8534.792888
2025-02-01,13:20-13:30,0.861800,607.013333,1017.281250,-410.267917,0.000000,410.267917,0.000000,1.000000,0.000000,0.000000,0.000000,8921.012700,9290.253825,77.418782,0.000000,8534.792888
2025-02-01,13:30-13:40,0.862300,606.318333,998.794050,-392.475717,0.000000,392.475717,0.000000,1.000000,0.000000,0.000000,0.000000,9290.253825,9643.481970,80.362350,0.000000,8534.792888
2025-02-01,13:40-13:50,0.902600,624.927217,948.634350,-323.707133,0.000000,323.707133,0.000000,1.000000,0.000000,0.000000,0.000000,9643.481970,9934.818390,82.790153,0.000000,8534.792888
2025-02-01,13:50-14:00,0.975400,641.645000,875.187500,-233.542500,0.000000,233.542500,0.000000,1.000000,0.000000,0.000000,0.000000,9934.818390,10145.006640,84.541722,0.000000,8534.792888
2025-02-01,14:00-14:10,1.000200,612.723383,815.623417,-202.900033,0.000000,202.900033,0.000000,1.000000,0.000000,0.000000,0.000000,10145.006640,10327.616670,86.063472,0.000000,8534.792888
2025-02-01,14:10-14:20,0.997800,603.267750,769.536567,-166.268817,0.000000,166.268817,0.000000,1.000000,0.000000,0.000000,0.000000,10327.616670,10477.258605,87.310488,0.000000,8534.792888
2025-02-01,14:20-14:30,1.027100,610.811667,727.400000,-116.588333,0.000000,116.588333,0.000000,1.000000,0.000000,0.000000,0.000000,10477.258605,10582.188105,88.184901,0.000000,8534.792888
2025-02-01,14:30-14:40,1.090600,571.623083,684.067400,-112.444317,0.000000,112.444317,0.000000,1.000000,0.000000,0.000000,0.000000,10582.188105,10683.387990,89.028233,0.000000,8534.792888
2025-02-01,14:40-14:50,0.937600,554.594200,648.361433,-93.767233,0.000000,93.767233,0.000000,1.000000,0.000000,0.000000,0.000000,10683.387990,10767.778500,89.731488,0.000000,8534.792888
2025-02-01,14:50-15:00,0.669400,578.923333,614.725000,-35.801667,0.000000,35.801667,0.000000,1.000000,0.000000,0.000000,0.000000,10767.778500,10800.000000,90.000000,0.000000,8534.792888
2025-02-01,15:00-15:10,0.660000,593.822000,565.392850,28.429150,28.429150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,18.763239,8553.556127
2025-02-01,15:10-15:20,0.721700,603.370033,505.435967,97.934067,97.934067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,70.679016,8624.235143
2025-02-01,15:20-15:30,0.730800,608.655000,450.637500,158.017500,158.017500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,115.479189,8739.714332
2025-02-01,15:30-15:40,0.753400,596.788650,413.628300,183.160350,183.160350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,137.993008,8877.707340
2025-02-01,15:40-15:50,0.782300,570.110950,375.972900,194.138050,194.138050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,151.874197,9029.581537
2025-02-01,15:50-16:00,0.805500,548.750000,328.931250,219.818750,219.818750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,177.064003,9206.645540
2025-02-01,16:00-16:10,0.827100,554.082400,281.174050,272.908350,272.908350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,225.722496,9432.368036
2025-02-01,16:10-16:20,0.851900,559.036067,240.441517,318.594550,318.594550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,271.410697,9703.778733
2025-02-01,16:20-16:30,0.879100,563.106667,202.362500,360.744167,360.744167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,317.130197,10020.908930
2025-02-01,16:30-16:40,0.902400,580.286300,155.519033,424.767267,424.767267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,383.309981,10404.218911
2025-02-01,16:40-16:50,0.916300,532.818017,106.711467,426.106550,426.106550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,390.441432,10794.660343
2025-02-01,16:50-17:00,0.926400,446.780000,59.706250,387.073750,387.073750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,358.585122,11153.245465
2025-02-01,17:00-17:10,0.946200,433.543517,15.897433,417.646083,417.646083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,395.176724,11548.422189
2025-02-01,17:10-17:20,0.974200,439.780800,0.000000,439.780800,439.780800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,428.434455,11976.856645
2025-02-01,17:20-17:30,0.986200,436.136667,0.000000,436.136667,436.136667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,430.117981,12406.974625
2025-02-01,17:30-17:40,0.976000,445.995167,0.689450,445.305717,445.305717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,90.000000,434.618379,12841.593005
2025-02-01,17:40-17:50,1.074200,439.892633,0.000000,439.892633,0.000000,0.000000,439.892633,0.000000,0.000000,0.000000,0.000000,10800.000000,10311.230407,85.926920,0.000000,12841.593005
2025-02-01,17:50-18:00,1.231300,428.470000,0.000000,428.470000,0.000000,0.000000,428.470000,0.000000,0.000000,0.000000,0.000000,10311.230407,9835.152630,81.959605,0.000000,12841.593005
2025-02-01,18:00-18:10,1.256100,454.184550,0.000000,454.184550,0.000000,0.000000,454.184550,0.000000,0.000000,0.000000,0.000000,9835.152630,9330.503130,77.754193,0.000000,12841.593005
2025-02-01,18:10-18:20,1.244700,472.265317,0.000000,472.265317,0.000000,0.000000,472.265317,0.000000,0.000000,0.000000,0.000000,9330.503130,8805.763889,73.381366,0.000000,12841.593005
2025-02-01,18:20-18:30,1.254500,454.168333,0.000000,454.168333,0.000000,0.000000,454.168333,0.000000,0.000000,0.000000,0.000000,8805.763889,8301.132407,69.176103,0.000000,12841.593005
2025-02-01,18:30-18:40,1.252200,418.376183,0.000000,418.376183,0.000000,0.000000,418.376183,0.000000,0.000000,0.000000,0.000000,8301.132407,7836.269981,65.302250,0.000000,12841.593005
2025-02-01,18:40-18:50,1.288100,414.082233,0.000000,414.082233,0.000000,0.000000,414.082233,0.000000,0.000000,0.000000,0.000000,7836.269981,7376.178611,61.468155,0.000000,12841.593005
2025-02-01,18:50-19:00,1.346600,432.138333,0.000000,432.138333,0.000000,0.000000,432.138333,0.000000,0.000000,0.000000,0.000000,7376.178611,6896.024907,57.466874,0.000000,12841.593005
2025-02-01,19:00-19:10,1.352300,424.014367,0.000000,424.014367,0.000000,0.000000,424.014367,0.000000,0.000000,0.000000,0.000000,6896.024907,6424.897833,53.540815,0.000000,12841.593005
2025-02-01,19:10-19:20,1.344500,442.412467,0.000000,442.412467,0.000000,0.000000,442.412467,0.000000,0.000000,0.000000,0.000000,6424.897833,5933.328426,49.444404,0.000000,12841.593005
2025-02-01,19:20-19:30,1.348300,483.746667,0.000000,483.746667,0.000000,0.000000,483.746667,0.000000,0.000000,0.000000,0.000000,5933.328426,5395.832130,44.965268,0.000000,12841.593005
2025-02-01,19:30-19:40,1.349000,481.184467,0.000000,481.184467,0.000000,0.000000,481.184467,0.000000,0.000000,0.000000,0.000000,5395.832130,4861.182722,40.509856,0.000000,12841.593005
2025-02-01,19:40-19:50,1.347300,444.765933,0.000000,444.765933,0.000000,0.000000,444.765933,0.000000,0.000000,0.000000,0.000000,4861.182722,4366.998352,36.391653,0.000000,12841.593005
2025-02-01,19:50-20:00,1.348200,418.095000,0.000000,418.095000,0.000000,0.000000,418.095000,0.000000,0.000000,0.000000,0.000000,4366.998352,3902.448352,32.520403,0.000000,12841.593005
2025-02-01,20:00-20:10,1.351300,436.740517,0.000000,436.740517,0.000000,0.000000,436.740517,0.000000,0.000000,0.000000,0.000000,3902.448352,3417.181111,28.476509,0.000000,12841.593005
2025-02-01,20:10-20:20,1.340000,452.697850,0.000000,452.697850,0.000000,0.000000,452.697850,0.000000,0.000000,0.000000,0.000000,3417.181111,2914.183500,24.284863,0.000000,12841.593005
2025-02-01,20:20-20:30,1.348900,449.968333,0.000000,449.968333,0.000000,0.000000,449.968333,0.000000,0.000000,0.000000,0.000000,2914.183500,2414.218685,20.118489,0.000000,12841.593005
2025-02-01,20:30-20:40,1.395200,455.066700,0.000000,455.066700,0.000000,0.000000,455.066700,0.000000,0.000000,0.000000,0.000000,2414.218685,1908.589019,15.904908,0.000000,12841.593005
2025-02-01,20:40-20:50,1.222600,454.012367,0.000000,454.012367,0.000000,0.000000,454.012367,0.000000,0.000000,0.000000,0.000000,1908.589019,1404.130833,11.701090,0.000000,12841.593005
2025-02-01,20:50-21:00,0.933200,459.405000,0.000000,459.405000,459.405000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,11.701090,428.716746,13270.309751
2025-02-01,21:00-21:10,0.906800,497.420767,0.000000,497.420767,497.420767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,11.701090,451.061151,13721.370902
2025-02-01,21:10-21:20,0.937100,503.283133,0.000000,503.283133,503.283133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,11.701090,471.626624,14192.997526
2025-02-01,21:20-21:30,0.937100,477.556667,0.000000,477.556667,477.556667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,11.701090,447.518352,14640.515879
2025-02-01,21:30-21:40,0.987100,479.135950,0.000000,479.135950,295.418200,0.000000,183.717750,0.000000,0.000000,0.000000,0.000000,1404.130833,1200.000000,10.000000,291.607305,14932.123184
2025-02-01,21:40-21:50,0.776400,450.204100,0.000000,450.204100,450.204100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,10.000000,349.538463,15281.661647
2025-02-01,21:50-22:00,0.420900,392.085000,0.000000,392.085000,1225.418333,833.333333,0.000000,1.000000,0.000000,0.000000,0.000000,1200.000000,1950.000000,16.250000,515.778576,15797.440224
2025-02-01,22:00-22:10,0.385900,371.769817,0.000000,371.769817,1205.103150,833.333333,0.000000,1.000000,0.000000,0.000000,0.000000,1950.000000,2700.000000,22.500000,465.049306,16262.489529
2025-02-01,22:10-22:20,0.436800,363.578217,0.000000,363.578217,363.578217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2700.000000,2700.000000,22.500000,158.810965,16421.300494
2025-02-01,22:20-22:30,0.419800,359.156667,0.000000,359.156667,1192.490000,833.333333,0.000000,1.000000,0.000000,0.000000,0.000000,2700.000000,3450.000000,28.750000,500.607302,16921.907796
2025-02-01,22:30-22:40,0.418600,382.050717,0.000000,382.050717,1215.384050,833.333333,0.000000,1.000000,0.000000,0.000000,0.000000,3450.000000,4200.000000,35.000000,508.759763,17430.667560
2025-02-01,22:40-22:50,0.424100,417.168417,0.000000,417.168417,417.168417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4200.000000,4200.000000,35.000000,176.921126,17607.588685
2025-02-01,22:50-23:00,0.423700,431.796667,0.000000,431.796667,1265.130000,833.333333,0.000000,1.000000,0.000000,0.000000,0.000000,4200.000000,4950.000000,41.250000,536.035581,18143.624266
