日期,时间段,电价（元/kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,全知购电量（kWh）,全知充电量（kWh）,全知放电量（kWh）,全知弃光量（kWh）,全知未利用购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段购电费（元）
2025-02-01,04:20-04:30,0.436400,505.578333,0.000000,505.578333,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,220.634385
2025-02-01,04:30-04:40,0.439300,503.230967,0.000000,503.230967,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,221.069364
2025-02-01,04:40-04:50,0.442200,502.846983,0.000000,502.846983,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,222.358936
2025-02-01,04:50-05:00,0.439500,499.641667,0.000000,499.641667,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,219.592512
2025-02-01,05:00-05:10,0.433300,488.783583,0.000000,488.783583,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,211.789927
2025-02-01,05:10-05:20,0.443900,498.518750,0.000000,498.518750,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,221.292473
2025-02-01,05:20-05:30,0.430100,529.223333,0.000000,529.223333,0.000000,0.000000,0.000000,0.000000,8568.560833,8568.560833,227.618956
2025-02-01,05:30-05:40,0.371300,547.410317,0.000000,1380.743650,833.333333,0.000000,0.000000,0.000000,8568.560833,9318.560833,512.670117
2025-02-01,05:40-05:50,0.570800,531.227400,0.000000,0.000000,0.000000,531.227400,0.000000,0.000000,9318.560833,8728.308167,0.000000
2025-02-01,05:50-06:00,0.909900,510.983333,0.000000,0.000000,0.000000,510.983333,0.000000,0.000000,8728.308167,8160.548907,0.000000
2025-02-01,06:00-06:10,0.936800,535.187183,0.000000,0.000000,0.000000,535.187183,0.000000,0.000000,8160.548907,7565.896481,0.000000
2025-02-01,06:10-06:20,0.875800,533.999350,0.644017,0.000000,0.000000,533.355333,0.000000,0.000000,7565.896481,6973.279444,0.000000
2025-02-01,06:20-06:30,0.875900,504.520000,0.000000,0.000000,0.000000,504.520000,0.000000,0.000000,6973.279444,6412.701667,0.000000
2025-02-01,06:30-06:40,0.860100,519.553683,0.000000,0.000000,0.000000,519.553683,0.000000,0.000000,6412.701667,5835.419796,0.000000
2025-02-01,06:40-06:50,0.844200,566.415000,14.934917,0.000000,0.000000,551.480083,0.000000,0.000000,5835.419796,5222.664148,0.000000
2025-02-01,06:50-07:00,0.833400,608.791667,56.750000,0.000000,0.000000,552.041667,0.000000,0.000000,5222.664148,4609.284519,0.000000
2025-02-01,07:00-07:10,0.809200,617.214050,102.656000,0.000000,0.000000,514.558050,0.000000,0.000000,4609.284519,4037.553352,0.000000
2025-02-01,07:10-07:20,0.797200,595.396467,147.487917,0.000000,0.000000,447.908550,0.000000,0.000000,4037.553352,3539.877185,0.000000
2025-02-01,07:20-07:30,0.764400,579.536667,190.112500,0.000000,0.000000,389.424167,0.000000,0.000000,3539.877185,3107.183667,0.000000
2025-02-01,07:30-07:40,0.689900,609.000367,231.346617,0.000000,0.000000,377.653750,0.000000,0.000000,3107.183667,2687.568389,0.000000
2025-02-01,07:40-07:50,0.860000,640.236683,279.075333,0.000000,0.000000,361.161350,0.000000,0.000000,2687.568389,2286.278000,0.000000
2025-02-01,07:50-08:00,1.161700,633.941667,334.018750,0.000000,0.000000,299.922917,0.000000,0.000000,2286.278000,1953.030315,0.000000
2025-02-01,08:00-08:10,1.168300,590.910650,388.684417,0.000000,0.000000,202.226233,0.000000,0.000000,1953.030315,1728.334500,0.000000
2025-02-01,08:10-08:20,1.095600,568.558167,438.765567,0.000000,0.000000,129.792600,0.000000,0.000000,1728.334500,1584.120500,0.000000
2025-02-01,08:20-08:30,1.084900,574.228333,487.943750,0.000000,0.000000,86.284583,0.000000,0.000000,1584.120500,1488.248741,0.000000
2025-02-01,08:30-08:40,1.061000,577.852317,541.883167,0.000000,0.000000,35.969150,0.000000,0.000000,1488.248741,1448.283019,0.000000
2025-02-01,08:40-08:50,1.043000,649.080033,586.626100,0.000000,0.000000,62.453933,0.000000,0.000000,1448.283019,1378.889759,0.000000
2025-02-01,08:50-09:00,1.036000,737.126667,621.950000,0.000000,0.000000,115.176667,0.000000,0.000000,1378.889759,1250.915685,0.000000
2025-02-01,09:00-09:10,1.014700,711.253417,665.429300,0.000000,0.000000,45.824117,0.000000,0.000000,1250.915685,1200.000000,0.000000
2025-02-01,09:10-09:20,0.992200,698.361700,729.722200,0.000000,31.360500,0.000000,0.000000,0.000000,1200.000000,1228.224450,0.000000
2025-02-01,09:20-09:30,0.970000,736.386667,798.087500,0.000000,61.700833,0.000000,0.000000,0.000000,1228.224450,1283.755200,0.000000
2025-02-01,09:30-09:40,0.942200,733.212567,838.320683,0.000000,105.108117,0.000000,0.000000,0.000000,1283.755200,1378.352505,0.000000
2025-02-01,09:40-09:50,0.956900,697.122367,867.319617,0.000000,170.197250,0.000000,0.000000,0.000000,1378.352505,1531.530030,0.000000
2025-02-01,09:50-10:00,0.997700,678.588333,894.018750,0.000000,215.430417,0.000000,0.000000,0.000000,1531.530030,1725.417405,0.000000
2025-02-01,10:00-10:10,0.991900,711.432200,911.849833,0.000000,200.417633,0.000000,0.000000,0.000000,1725.417405,1905.793275,0.000000
2025-02-01,10:10-10:20,0.958800,706.707050,933.627233,0.000000,226.920183,0.000000,0.000000,0.000000,1905.793275,2110.021440,0.000000
2025-02-01,10:20-10:30,0.954900,666.993333,959.218750,0.000000,292.225417,0.000000,0.000000,0.000000,2110.021440,2373.024315,0.000000
2025-02-01,10:30-10:40,0.983900,678.720433,979.808167,0.000000,301.087733,0.000000,0.000000,0.000000,2373.024315,2644.003275,0.000000
2025-02-01,10:40-10:50,0.799000,678.130500,1021.347900,0.000000,343.217400,0.000000,0.000000,0.000000,2644.003275,2952.898935,0.000000
2025-02-01,10:50-11:00,0.502500,652.925000,1060.275000,0.000000,407.350000,0.000000,0.000000,0.000000,2952.898935,3319.513935,0.000000
2025-02-01,11:00-11:10,0.466200,657.694350,1046.177817,0.000000,388.483467,0.000000,0.000000,0.000000,3319.513935,3669.149055,0.000000
2025-02-01,11:10-11:20,0.500700,656.101717,1051.341783,0.000000,395.240067,0.000000,0.000000,0.000000,3669.149055,4024.865115,0.000000
2025-02-01,11:20-11:30,0.482700,654.535000,1099.062500,0.000000,444.527500,0.000000,0.000000,0.000000,4024.865115,4424.939865,0.000000
2025-02-01,11:30-11:40,0.478500,692.208550,1136.315650,0.000000,444.107100,0.000000,0.000000,0.000000,4424.939865,4824.636255,0.000000
2025-02-01,11:40-11:50,0.466200,680.149483,1128.416817,0.000000,448.267333,0.000000,0.000000,0.000000,4824.636255,5228.076855,0.000000
2025-02-01,11:50-12:00,0.443200,640.033333,1100.656250,0.000000,460.622917,0.000000,0.000000,0.000000,5228.076855,5642.637480,0.000000
2025-02-01,12:00-12:10,0.441100,676.841383,1105.483200,0.000000,428.641817,0.000000,0.000000,0.000000,5642.637480,6028.415115,0.000000
2025-02-01,12:10-12:20,0.455100,663.093800,1089.481067,0.000000,426.387267,0.000000,0.000000,0.000000,6028.415115,6412.163655,0.000000
2025-02-01,12:20-12:30,0.446300,594.021667,1052.412500,0.000000,458.390833,0.000000,0.000000,0.000000,6412.163655,6824.715405,0.000000
2025-02-01,12:30-12:40,0.411300,601.114167,1052.097767,194.664783,645.648383,0.000000,0.000000,0.000000,6824.715405,7405.798950,80.065625
2025-02-01,12:40-12:50,0.568200,633.335367,1058.989750,0.000000,425.654383,0.000000,0.000000,0.000000,7405.798950,7788.887895,0.000000
2025-02-01,12:50-13:00,0.827900,638.681667,1052.225000,0.000000,413.543333,0.000000,0.000000,0.000000,7788.887895,8161.076895,0.000000
2025-02-01,13:00-13:10,0.863600,619.374233,1041.022917,0.000000,421.648683,0.000000,0.000000,0.000000,8161.076895,8540.560710,0.000000
2025-02-01,13:10-13:20,0.841600,606.504400,1029.228833,0.000000,422.724433,0.000000,0.000000,0.000000,8540.560710,8921.012700,0.000000
2025-02-01,13:20-13:30,0.861800,607.013333,1017.281250,0.000000,410.267917,0.000000,0.000000,0.000000,8921.012700,9290.253825,0.000000
2025-02-01,13:30-13:40,0.862300,606.318333,998.794050,0.000000,392.475717,0.000000,0.000000,0.000000,9290.253825,9643.481970,0.000000
2025-02-01,13:40-13:50,0.902600,624.927217,948.634350,0.000000,323.707133,0.000000,0.000000,0.000000,9643.481970,9934.818390,0.000000
2025-02-01,13:50-14:00,0.975400,641.645000,875.187500,0.000000,233.542500,0.000000,0.000000,0.000000,9934.818390,10145.006640,0.000000
2025-02-01,14:00-14:10,1.000200,612.723383,815.623417,0.000000,202.900033,0.000000,0.000000,0.000000,10145.006640,10327.616670,0.000000
2025-02-01,14:10-14:20,0.997800,603.267750,769.536567,0.000000,166.268817,0.000000,0.000000,0.000000,10327.616670,10477.258605,0.000000
2025-02-01,14:20-14:30,1.027100,610.811667,727.400000,0.000000,116.588333,0.000000,0.000000,0.000000,10477.258605,10582.188105,0.000000
2025-02-01,14:30-14:40,1.090600,571.623083,684.067400,0.000000,112.444317,0.000000,0.000000,0.000000,10582.188105,10683.387990,0.000000
2025-02-01,14:40-14:50,0.937600,554.594200,648.361433,0.000000,93.767233,0.000000,0.000000,0.000000,10683.387990,10767.778500,0.000000
2025-02-01,14:50-15:00,0.669400,578.923333,614.725000,0.000000,35.801667,0.000000,0.000000,0.000000,10767.778500,10800.000000,0.000000
2025-02-01,15:00-15:10,0.660000,593.822000,565.392850,28.429150,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,18.763239
2025-02-01,15:10-15:20,0.721700,603.370033,505.435967,97.934067,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,70.679016
2025-02-01,15:20-15:30,0.730800,608.655000,450.637500,158.017500,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,115.479189
2025-02-01,15:30-15:40,0.753400,596.788650,413.628300,183.160350,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,137.993008
2025-02-01,15:40-15:50,0.782300,570.110950,375.972900,194.138050,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,151.874197
2025-02-01,15:50-16:00,0.805500,548.750000,328.931250,219.818750,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,177.064003
2025-02-01,16:00-16:10,0.827100,554.082400,281.174050,272.908350,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,225.722496
2025-02-01,16:10-16:20,0.851900,559.036067,240.441517,318.594550,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,271.410697
2025-02-01,16:20-16:30,0.879100,563.106667,202.362500,360.744167,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,317.130197
2025-02-01,16:30-16:40,0.902400,580.286300,155.519033,424.767267,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,383.309981
2025-02-01,16:40-16:50,0.916300,532.818017,106.711467,426.106550,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,390.441432
2025-02-01,16:50-17:00,0.926400,446.780000,59.706250,387.073750,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,358.585122
2025-02-01,17:00-17:10,0.946200,433.543517,15.897433,417.646083,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,395.176724
2025-02-01,17:10-17:20,0.974200,439.780800,0.000000,439.780800,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,428.434455
2025-02-01,17:20-17:30,0.986200,436.136667,0.000000,436.136667,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,430.117981
2025-02-01,17:30-17:40,0.976000,445.995167,0.689450,445.305717,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,434.618379
2025-02-01,17:40-17:50,1.074200,439.892633,0.000000,0.000000,0.000000,439.892633,0.000000,0.000000,10800.000000,10311.230407,0.000000
2025-02-01,17:50-18:00,1.231300,428.470000,0.000000,0.000000,0.000000,428.470000,0.000000,0.000000,10311.230407,9835.152630,0.000000
2025-02-01,18:00-18:10,1.256100,454.184550,0.000000,0.000000,0.000000,454.184550,0.000000,0.000000,9835.152630,9330.503130,0.000000
2025-02-01,18:10-18:20,1.244700,472.265317,0.000000,0.000000,0.000000,472.265317,0.000000,0.000000,9330.503130,8805.763889,0.000000
2025-02-01,18:20-18:30,1.254500,454.168333,0.000000,0.000000,0.000000,454.168333,0.000000,0.000000,8805.763889,8301.132407,0.000000
2025-02-01,18:30-18:40,1.252200,418.376183,0.000000,0.000000,0.000000,418.376183,0.000000,0.000000,8301.132407,7836.269981,0.000000
2025-02-01,18:40-18:50,1.288100,414.082233,0.000000,0.000000,0.000000,414.082233,0.000000,0.000000,7836.269981,7376.178611,0.000000
2025-02-01,18:50-19:00,1.346600,432.138333,0.000000,0.000000,0.000000,432.138333,0.000000,0.000000,7376.178611,6896.024907,0.000000
2025-02-01,19:00-19:10,1.352300,424.014367,0.000000,0.000000,0.000000,424.014367,0.000000,0.000000,6896.024907,6424.897833,0.000000
2025-02-01,19:10-19:20,1.344500,442.412467,0.000000,0.000000,0.000000,442.412467,0.000000,0.000000,6424.897833,5933.328426,0.000000
2025-02-01,19:20-19:30,1.348300,483.746667,0.000000,0.000000,0.000000,483.746667,0.000000,0.000000,5933.328426,5395.832130,0.000000
2025-02-01,19:30-19:40,1.349000,481.184467,0.000000,0.000000,0.000000,481.184467,0.000000,0.000000,5395.832130,4861.182722,0.000000
2025-02-01,19:40-19:50,1.347300,444.765933,0.000000,0.000000,0.000000,444.765933,0.000000,0.000000,4861.182722,4366.998352,0.000000
2025-02-01,19:50-20:00,1.348200,418.095000,0.000000,0.000000,0.000000,418.095000,0.000000,0.000000,4366.998352,3902.448352,0.000000
2025-02-01,20:00-20:10,1.351300,436.740517,0.000000,0.000000,0.000000,436.740517,0.000000,0.000000,3902.448352,3417.181111,0.000000
2025-02-01,20:10-20:20,1.340000,452.697850,0.000000,0.000000,0.000000,452.697850,0.000000,0.000000,3417.181111,2914.183500,0.000000
2025-02-01,20:20-20:30,1.348900,449.968333,0.000000,0.000000,0.000000,449.968333,0.000000,0.000000,2914.183500,2414.218685,0.000000
2025-02-01,20:30-20:40,1.395200,455.066700,0.000000,0.000000,0.000000,455.066700,0.000000,0.000000,2414.218685,1908.589019,0.000000
2025-02-01,20:40-20:50,1.222600,454.012367,0.000000,0.000000,0.000000,454.012367,0.000000,0.000000,1908.589019,1404.130833,0.000000
2025-02-01,20:50-21:00,0.933200,459.405000,0.000000,459.405000,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,428.716746
2025-02-01,21:00-21:10,0.906800,497.420767,0.000000,497.420767,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,451.061151
2025-02-01,21:10-21:20,0.937100,503.283133,0.000000,503.283133,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,471.626624
2025-02-01,21:20-21:30,0.937100,477.556667,0.000000,477.556667,0.000000,0.000000,0.000000,0.000000,1404.130833,1404.130833,447.518352
2025-02-01,21:30-21:40,0.987100,479.135950,0.000000,295.418200,0.000000,183.717750,0.000000,0.000000,1404.130833,1200.000000,291.607305
2025-02-01,21:40-21:50,0.776400,450.204100,0.000000,450.204100,0.000000,0.000000,0.000000,0.000000,1200.000000,1200.000000,349.538463
2025-02-01,21:50-22:00,0.420900,392.085000,0.000000,1225.418333,833.333333,0.000000,0.000000,0.000000,1200.000000,1950.000000,515.778576
2025-02-01,22:00-22:10,0.385900,371.769817,0.000000,1205.103150,833.333333,0.000000,0.000000,0.000000,1950.000000,2700.000000,465.049306
2025-02-01,22:10-22:20,0.436800,363.578217,0.000000,363.578217,0.000000,0.000000,0.000000,0.000000,2700.000000,2700.000000,158.810965
2025-02-01,22:20-22:30,0.419800,359.156667,0.000000,1192.490000,833.333333,0.000000,0.000000,0.000000,2700.000000,3450.000000,500.607302
2025-02-01,22:30-22:40,0.418600,382.050717,0.000000,1215.384050,833.333333,0.000000,0.000000,0.000000,3450.000000,4200.000000,508.759763
2025-02-01,22:40-22:50,0.424100,417.168417,0.000000,1250.501750,833.333333,0.000000,0.000000,0.000000,4200.000000,4950.000000,530.337792
2025-02-01,22:50-23:00,0.423700,431.796667,0.000000,1265.130000,833.333333,0.000000,0.000000,0.000000,4950.000000,5700.000000,536.035581
2025-02-01,23:00-23:10,0.424800,406.464950,0.000000,1073.131617,666.666667,0.000000,0.000000,0.000000,5700.000000,6300.000000,455.866311
2025-02-01,23:10-23:20,0.424000,400.959867,0.000000,1234.293200,833.333333,0.000000,0.000000,0.000000,6300.000000,7050.000000,523.340317
2025-02-01,23:20-23:30,0.422000,409.945000,0.000000,1243.278333,833.333333,0.000000,0.000000,0.000000,7050.000000,7800.000000,524.663457
2025-02-01,23:30-23:40,0.424000,387.236700,0.000000,1220.570033,833.333333,0.000000,0.000000,0.000000,7800.000000,8550.000000,517.521694
2025-02-01,23:40-23:50,0.427100,454.710150,0.000000,454.710150,0.000000,0.000000,0.000000,0.000000,8550.000000,8550.000000,194.206705
2025-02-01,23:50-24:00,0.427600,580.823333,0.000000,580.823333,0.000000,0.000000,0.000000,0.000000,8550.000000,8550.000000,248.360057
2025-02-02,00:00-00:10,0.424800,598.664050,0.000000,1431.997383,833.333333,0.000000,0.000000,0.000000,8550.000000,9300.000000,608.312488
2025-02-02,00:10-00:20,0.424500,581.734483,0.000000,1415.067817,833.333333,0.000000,0.000000,0.000000,9300.000000,10050.000000,600.696288
2025-02-02,00:20-00:30,0.426900,584.593333,0.000000,584.593333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,249.562894
2025-02-02,00:30-00:40,0.427200,586.102867,0.000000,586.102867,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,250.383145
2025-02-02,00:40-00:50,0.427100,587.196867,0.000000,587.196867,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,250.791782
2025-02-02,00:50-01:00,0.428500,596.073333,0.000000,596.073333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,255.417423
2025-02-02,01:00-01:10,0.431100,612.054817,0.000000,612.054817,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,263.856831
2025-02-02,01:10-01:20,0.430200,598.324300,0.000000,598.324300,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,257.399114
2025-02-02,01:20-01:30,0.427900,572.233333,0.000000,572.233333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,244.858643
2025-02-02,01:30-01:40,0.431200,591.652733,0.000000,591.652733,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,255.120659
2025-02-02,01:40-01:50,0.433300,624.295700,0.000000,624.295700,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,270.507327
2025-02-02,01:50-02:00,0.431100,628.665000,0.000000,628.665000,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,271.017481
2025-02-02,02:00-02:10,0.429300,599.074117,0.000000,599.074117,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,257.182518
2025-02-02,02:10-02:20,0.432400,611.860583,0.000000,611.860583,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,264.568516
2025-02-02,02:20-02:30,0.436700,647.138333,0.000000,647.138333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,282.605310
2025-02-02,02:30-02:40,0.434800,618.535233,0.000000,618.535233,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,268.939119
2025-02-02,02:40-02:50,0.433500,632.842517,0.000000,632.842517,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,274.337231
2025-02-02,02:50-03:00,0.435700,682.741667,0.000000,682.741667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,297.470544
2025-02-02,03:00-03:10,0.437400,650.291267,0.000000,650.291267,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,284.437400
2025-02-02,03:10-03:20,0.437100,625.283700,0.000000,625.283700,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,273.311505
2025-02-02,03:20-03:30,0.435600,648.826667,0.000000,648.826667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,282.628896
2025-02-02,03:30-03:40,0.435300,667.236967,0.000000,667.236967,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,290.448252
2025-02-02,03:40-03:50,0.436000,658.555500,0.000000,658.555500,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,287.130198
2025-02-02,03:50-04:00,0.437800,637.655000,0.000000,637.655000,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,279.165359
2025-02-02,04:00-04:10,0.440100,636.654583,0.000000,636.654583,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,280.191682
2025-02-02,04:10-04:20,0.438900,645.906667,0.000000,645.906667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,283.488436
2025-02-02,04:20-04:30,0.436400,652.965000,0.000000,652.965000,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,284.953926
2025-02-02,04:30-04:40,0.439300,656.255483,0.000000,656.255483,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,288.293034
2025-02-02,04:40-04:50,0.442200,665.387333,0.000000,665.387333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,294.234279
2025-02-02,04:50-05:00,0.439500,681.033333,0.000000,681.033333,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,299.314150
2025-02-02,05:00-05:10,0.433300,691.020767,0.000000,691.020767,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,299.419298
2025-02-02,05:10-05:20,0.443900,679.223117,0.000000,679.223117,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,301.507141
2025-02-02,05:20-05:30,0.430100,647.946667,0.000000,647.946667,0.000000,0.000000,0.000000,0.000000,10050.000000,10050.000000,278.681861
2025-02-02,05:30-05:40,0.371300,633.494700,0.000000,1466.828033,833.333333,0.000000,0.000000,0.000000,10050.000000,10800.000000,544.633249
2025-02-02,05:40-05:50,0.570800,723.782050,0.000000,723.782050,0.000000,0.000000,0.000000,0.000000,10800.000000,10800.000000,413.134794
2025-02-02,05:50-06:00,0.909900,855.533333,0.000000,22.200000,0.000000,833.333333,0.000000,0.000000,10800.000000,9874.074074,20.199780
2025-02-02,06:00-06:10,0.936800,867.249517,0.000000,33.916183,0.000000,833.333333,0.000000,0.000000,9874.074074,8948.148148,31.772681
2025-02-02,06:10-06:20,0.875800,855.281517,0.612700,854.668817,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,748.518950
2025-02-02,06:20-06:30,0.875900,873.501667,0.000000,873.501667,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,765.100110
2025-02-02,06:30-06:40,0.860100,876.012367,0.000000,876.012367,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,753.458237
2025-02-02,06:40-06:50,0.844200,853.849883,19.096550,834.753333,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,704.698764
2025-02-02,06:50-07:00,0.833400,832.265000,64.343750,767.921250,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,639.985570
2025-02-02,07:00-07:10,0.809200,845.035800,109.538817,735.496983,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,595.164159
2025-02-02,07:10-07:20,0.797200,865.419067,156.744933,708.674133,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,564.955019
2025-02-02,07:20-07:30,0.764400,862.976667,206.400000,656.576667,0.000000,0.000000,0.000000,0.000000,8948.148148,8948.148148,501.887204
2025-02-02,07:30-07:40,0.689900,851.213300,252.166750,1432.379883,833.333333,0.000000,0.000000,0.000000,8948.148148,9698.148148,988.198882
