日期,阶段,内部时段,内部真实区间,模板显示区间,生效购电版本,0点预测电价,实际结算电价,实际负载电量,实际光伏电量,实际净负荷电量,0点初始计划,最终有效购电,增购差额,减购差额,实际充电量,实际放电量,紧急购电量,弃光量,未利用有效购电量,时段初储电量,时段末储电量,初始计划费,增购费,减购退费,减购违约费,紧急购电费,时段实际总费
2025-01-01,初始化,27,04:20-04:30,4:30-4:40,00:00版本,0.436400,0.488500,710.040000,0.000000,710.040000,593.337867,593.337867,0.000000,0.000000,0.000000,116.702133,0.000000,0.000000,0.000000,8176.424723,8046.755686,289.845548,0.000000,0.000000,0.000000,0.000000,289.845548
2025-01-01,初始化,28,04:30-04:40,4:40-4:50,00:00版本,0.439300,0.504200,702.870367,0.000000,702.870367,596.775667,596.775667,0.000000,0.000000,0.000000,106.094700,0.000000,0.000000,0.000000,8046.755686,7928.872686,300.894291,0.000000,0.000000,0.000000,0.000000,300.894291
2025-01-01,初始化,29,04:40-04:50,4:50-5:00,00:00版本,0.442200,0.517800,710.309500,0.000000,710.309500,597.819333,597.819333,0.000000,0.000000,0.000000,112.490167,0.000000,0.000000,0.000000,7928.872686,7803.883612,309.550851,0.000000,0.000000,0.000000,0.000000,309.550851
2025-01-01,初始化,30,04:50-05:00,5:00-5:10,00:00版本,0.439500,0.504200,723.650000,0.000000,723.650000,595.210583,595.210583,0.000000,0.000000,0.000000,128.439417,0.000000,0.000000,0.000000,7803.883612,7661.173149,300.105176,0.000000,0.000000,0.000000,0.000000,300.105176
2025-01-01,初始化,31,05:00-05:10,5:10-5:20,00:00版本,0.433300,0.463900,701.370133,0.000000,701.370133,593.719517,593.719517,0.000000,0.000000,0.000000,107.650617,0.000000,0.000000,0.000000,7661.173149,7541.561352,275.426484,0.000000,0.000000,0.000000,0.000000,275.426484
2025-01-01,初始化,32,05:10-05:20,5:20-5:30,00:00版本,0.443900,0.489900,717.020550,0.000000,717.020550,598.563483,598.563483,0.000000,0.000000,0.000000,118.457067,0.000000,0.000000,0.000000,7541.561352,7409.942389,293.236250,0.000000,0.000000,0.000000,0.000000,293.236250
2025-01-01,初始化,33,05:20-05:30,5:30-5:40,00:00版本,0.430100,0.519400,742.765000,0.000000,742.765000,596.617417,596.617417,0.000000,0.000000,0.000000,146.147583,0.000000,0.000000,0.000000,7409.942389,7247.556186,309.883086,0.000000,0.000000,0.000000,0.000000,309.883086
2025-01-01,初始化,34,05:30-05:40,5:40-5:50,00:00版本,0.371300,0.445900,691.439500,0.000000,691.439500,1414.353167,1414.353167,0.000000,0.000000,722.913667,0.000000,0.000000,0.000000,0.000000,7247.556186,7898.178486,630.660077,0.000000,0.000000,0.000000,0.000000,630.660077
2025-01-01,初始化,35,05:40-05:50,5:50-6:00,00:00版本,0.570800,0.672600,749.688883,0.000000,749.688883,637.316567,637.316567,0.000000,0.000000,0.000000,112.372317,0.000000,0.000000,0.000000,7898.178486,7773.320356,428.659123,0.000000,0.000000,0.000000,0.000000,428.659123
2025-01-01,初始化,36,05:50-06:00,6:00-6:10,00:00版本,0.909900,1.069300,894.896667,0.000000,894.896667,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,61.563333,0.000000,0.000000,7773.320356,6847.394430,0.000000,0.000000,0.000000,0.000000,329.148362,329.148362
2025-01-01,初始化,37,06:00-06:10,6:10-6:20,06:00版本,0.936800,1.069600,906.816517,0.000000,906.816517,0.000000,742.292440,742.292440,0.000000,0.000000,164.524076,0.000000,0.000000,0.000000,6847.394430,6664.589901,0.000000,1190.933991,0.000000,0.000000,0.000000,1190.933991
2025-01-01,初始化,38,06:10-06:20,6:20-6:30,06:00版本,0.875800,0.997400,886.148833,0.000000,886.148833,381.111048,728.503154,347.392106,0.000000,0.000000,157.645679,0.000000,0.000000,0.000000,6664.589901,6489.428035,380.120159,519.733330,0.000000,0.000000,0.000000,899.853489
2025-01-01,初始化,39,06:20-06:30,6:30-6:40,06:00版本,0.875900,1.045100,899.970000,0.000000,899.970000,0.000000,731.944118,731.944118,0.000000,0.000000,168.025882,0.000000,0.000000,0.000000,6489.428035,6302.732611,0.000000,1147.432197,0.000000,0.000000,0.000000,1147.432197
2025-01-01,初始化,40,06:30-06:40,6:40-6:50,06:00版本,0.860100,1.068400,907.900117,0.967700,906.932417,730.462862,730.465332,0.002469,0.000000,0.000000,176.467085,0.000000,0.000000,0.000000,6302.732611,6106.658072,780.426522,0.003958,0.000000,0.000000,0.000000,780.430480
2025-01-01,初始化,41,06:40-06:50,6:50-7:00,06:00版本,0.844200,1.026700,907.400167,0.000000,907.400167,738.739621,738.742796,0.003175,0.000000,0.000000,168.657371,0.000000,0.000000,0.000000,6106.658072,5919.260993,758.463969,0.004890,0.000000,0.000000,0.000000,758.468858
2025-01-01,初始化,42,06:50-07:00,7:0-7:10,06:00版本,0.833400,0.981400,905.605000,0.512500,905.092500,753.433096,753.436976,0.003881,0.000000,0.000000,0.000000,151.655524,0.000000,0.000000,5919.260993,5919.260993,739.419240,0.005713,0.000000,0.000000,744.173654,1483.598607
2025-01-01,初始化,43,07:00-07:10,7:10-7:20,06:00版本,0.809200,1.018700,908.213633,29.299217,878.914417,731.267283,731.473200,0.205917,0.000000,0.000000,147.441217,0.000000,0.000000,0.000000,5919.260993,5755.437419,744.941982,0.314651,0.000000,0.000000,0.000000,745.256632
2025-01-01,初始化,44,07:10-07:20,7:20-7:30,06:00版本,0.797200,1.036200,918.334033,70.249333,848.084700,690.452683,691.061967,0.609283,0.000000,0.000000,157.022733,0.000000,0.000000,0.000000,5755.437419,5580.967716,715.447070,0.947009,0.000000,0.000000,0.000000,716.394080
2025-01-01,初始化,45,07:20-07:30,7:30-7:40,06:00版本,0.764400,0.967000,912.666667,112.850000,799.816667,642.228167,1439.199137,796.970970,0.000000,639.382470,0.000000,0.000000,0.000000,0.000000,5580.967716,6156.411939,621.034637,1156.006392,0.000000,0.000000,0.000000,1777.041029
2025-01-01,初始化,46,07:30-07:40,7:40-7:50,06:00版本,0.689900,0.893000,888.236917,158.468533,729.768383,1407.796933,1409.212950,1.416017,0.000000,679.444567,0.000000,0.000000,0.000000,0.000000,6156.411939,6767.912049,1257.162661,1.896754,0.000000,0.000000,0.000000,1259.059416
2025-01-01,初始化,47,07:40-07:50,7:50-8:00,06:00版本,0.860000,1.136000,1014.019383,209.261750,804.757633,617.863783,619.683167,1.819383,0.000000,0.000000,185.074467,0.000000,0.000000,0.000000,6767.912049,6562.273752,701.893258,3.100229,0.000000,0.000000,0.000000,704.993487
2025-01-01,初始化,48,07:50-08:00,8:00-8:10,06:00版本,1.161700,1.520900,1219.333333,265.381250,953.952083,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,120.618750,0.000000,0.000000,6562.273752,5636.347826,0.000000,0.000000,0.000000,0.000000,917.245284,917.245284
2025-01-01,初始化,49,08:00-08:10,8:10-8:20,06:00版本,1.168300,1.520600,1244.915783,322.920200,921.995583,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,88.662250,0.000000,0.000000,5636.347826,4710.421901,0.000000,0.000000,0.000000,0.000000,674.099087,674.099087
2025-01-01,初始化,50,08:10-08:20,8:20-8:30,06:00版本,1.095600,1.413200,1204.281833,370.854350,833.427483,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,0.094150,0.000000,0.000000,4710.421901,3784.495975,0.000000,0.000000,0.000000,0.000000,0.665264,0.665264
2025-01-01,初始化,51,08:20-08:30,8:30-8:40,06:00版本,1.084900,1.389500,1202.688333,415.018750,787.669583,0.000000,0.000000,0.000000,0.000000,0.000000,787.669583,0.000000,0.000000,0.000000,3784.495975,2909.307549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,52,08:30-08:40,8:40-8:50,06:00版本,1.061000,1.361000,1226.950067,471.052433,755.897633,0.000000,0.000000,0.000000,0.000000,0.000000,755.897633,0.000000,0.000000,0.000000,2909.307549,2069.421289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,53,08:40-08:50,8:50-9:00,06:00版本,1.043000,1.302800,1212.585500,520.355250,692.230250,0.000000,0.000000,0.000000,0.000000,0.000000,692.230250,0.000000,0.000000,0.000000,2069.421289,1300.276567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,54,08:50-09:00,9:00-9:10,06:00版本,1.036000,1.256200,1179.548333,558.493750,621.054583,0.000000,0.000000,0.000000,0.000000,0.000000,90.248910,530.805673,0.000000,0.000000,1300.276567,1200.000000,0.000000,0.000000,0.000000,0.000000,3333.990431,3333.990431
2025-01-01,初始化,55,09:00-09:10,9:10-9:20,06:00版本,1.014700,1.274900,1203.646033,600.299617,603.346417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,603.346417,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,3846.031733,3846.031733
2025-01-01,初始化,56,09:10-09:20,9:20-9:30,06:00版本,0.992200,1.273500,1204.925217,645.939200,558.986017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.986017,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,3559.343461,3559.343461
2025-01-01,初始化,57,09:20-09:30,9:30-9:40,06:00版本,0.970000,1.213500,1183.221667,691.637500,491.584167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,491.584167,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,2982.686931,2982.686931
2025-01-01,初始化,58,09:30-09:40,9:40-9:50,06:00版本,0.942200,1.158600,1216.192017,733.913367,482.278650,0.000000,299.381857,299.381857,0.000000,0.000000,0.000000,182.896793,0.000000,0.000000,1200.000000,1200.000000,0.000000,520.295729,0.000000,0.000000,1059.521122,1579.816851
2025-01-01,初始化,59,09:40-09:50,9:50-10:00,06:00版本,0.956900,1.246400,1218.862600,770.791750,448.070850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,448.070850,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,2792.377537,2792.377537
2025-01-01,初始化,60,09:50-10:00,10:00-10:10,06:00版本,0.997700,1.394700,1183.243333,806.106250,377.137083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,377.137083,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,2629.965451,2629.965451
2025-01-01,初始化,61,10:00-10:10,10:10-10:20,06:00版本,0.991900,1.376100,1187.586900,846.783733,340.803167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,340.803167,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,2344.896188,2344.896188
2025-01-01,初始化,62,10:10-10:20,10:20-10:30,06:00版本,0.958800,1.329400,1182.718400,889.792133,292.926267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,292.926267,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1947.080895,1947.080895
2025-01-01,初始化,63,10:20-10:30,10:30-10:40,06:00版本,0.954900,1.364600,1164.361667,915.787500,248.574167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,248.574167,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1696.021539,1696.021539
2025-01-01,初始化,64,10:30-10:40,10:40-10:50,06:00版本,0.983900,1.409900,1183.161700,906.329633,276.832067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,276.832067,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1951.527654,1951.527654
2025-01-01,初始化,65,10:40-10:50,10:50-11:00,06:00版本,0.799000,1.177300,1198.998833,899.368767,299.630067,48.056613,126.107650,78.051038,0.000000,0.000000,0.000000,173.522417,0.000000,0.000000,1200.000000,1200.000000,56.577050,137.834230,0.000000,0.000000,1021.439706,1215.850985
2025-01-01,初始化,66,10:50-11:00,11:00-11:10,06:00版本,0.502500,0.806000,1189.196667,895.350000,293.846667,855.016610,943.780467,88.763857,0.000000,649.933800,0.000000,0.000000,0.000000,0.000000,1200.000000,1784.940420,689.143387,107.315503,0.000000,0.000000,0.000000,796.458890
2025-01-01,初始化,67,11:00-11:10,11:10-11:20,06:00版本,0.466200,0.748300,1173.824500,863.828700,309.995800,842.932374,938.354736,95.422362,0.000000,628.358936,0.000000,0.000000,0.000000,0.000000,1784.940420,2350.463462,630.766295,107.106831,0.000000,0.000000,0.000000,737.873126
2025-01-01,初始化,68,11:10-11:20,11:20-11:30,06:00版本,0.500700,0.798100,1178.194583,855.250183,322.944400,841.718604,939.745158,98.026554,0.000000,616.800758,0.000000,0.000000,0.000000,0.000000,2350.463462,2905.584145,671.775618,117.352489,0.000000,0.000000,0.000000,789.128107
2025-01-01,初始化,69,11:20-11:30,11:30-11:40,06:00版本,0.482700,0.792900,1188.195000,882.462500,305.732500,841.609485,942.240231,100.630746,0.000000,636.507731,0.000000,0.000000,0.000000,0.000000,2905.584145,3478.441102,667.312160,119.685178,0.000000,0.000000,0.000000,786.997338
2025-01-01,初始化,70,11:30-11:40,11:40-11:50,06:00版本,0.478500,0.771300,1161.839883,905.790733,256.049150,845.874782,949.109719,103.234937,0.000000,693.060569,0.000000,0.000000,0.000000,0.000000,3478.441102,4102.195615,652.423219,119.437661,0.000000,0.000000,0.000000,771.860880
2025-01-01,初始化,71,11:40-11:50,11:50-12:00,06:00版本,0.466200,0.726000,1108.082283,909.250183,198.832100,827.290746,933.129875,105.839129,0.000000,734.297775,0.000000,0.000000,0.000000,0.000000,4102.195615,4763.063613,600.613081,115.258812,0.000000,0.000000,0.000000,715.871893
2025-01-01,初始化,72,11:50-12:00,12:00-12:10,06:00版本,0.443200,0.713300,1078.548333,888.618750,189.929583,796.382343,904.825664,108.443321,0.000000,714.896081,0.000000,0.000000,0.000000,0.000000,4763.063613,5406.470085,568.059525,116.028931,0.000000,0.000000,0.000000,684.088456
2025-01-01,初始化,73,12:00-12:10,12:10-12:20,12:00版本,0.441100,0.802600,1113.530917,854.442217,259.088700,788.627824,860.530849,71.903025,0.000000,601.442149,0.000000,0.000000,0.000000,0.000000,5406.470085,5947.768019,632.952691,86.564052,0.000000,0.000000,0.000000,719.516743
2025-01-01,初始化,74,12:10-12:20,12:20-12:30,12:00版本,0.455100,0.818300,1097.545233,853.081583,244.463650,783.287421,863.843429,80.556008,0.000000,619.379779,0.000000,0.000000,0.000000,0.000000,5947.768019,6505.209820,640.964096,98.878472,0.000000,0.000000,0.000000,739.842569
2025-01-01,初始化,75,12:20-12:30,12:30-12:40,12:00版本,0.446300,0.730500,1047.328333,883.762500,163.565833,769.899501,859.108493,89.208992,0.000000,695.542660,0.000000,0.000000,0.000000,0.000000,6505.209820,7131.198214,562.411586,97.750753,0.000000,0.000000,0.000000,660.162338
2025-01-01,初始化,76,12:30-12:40,12:40-12:50,12:00版本,0.411300,0.712000,1091.322033,899.966600,191.355433,757.371115,855.233090,97.861975,0.000000,663.877657,0.000000,0.000000,0.000000,0.000000,7131.198214,7728.688105,539.248234,104.516589,0.000000,0.000000,0.000000,643.764823
2025-01-01,初始化,77,12:40-12:50,12:50-13:00,12:00版本,0.568200,0.903000,1124.613150,896.274800,228.338350,766.044396,872.559354,106.514958,0.000000,644.221004,0.000000,0.000000,0.000000,0.000000,7728.688105,8308.487009,691.738089,144.274511,0.000000,0.000000,0.000000,836.012601
2025-01-01,初始化,78,12:50-13:00,13:00-13:10,12:00版本,0.827900,1.152500,1113.726667,876.968750,236.757917,0.000000,65.869685,65.869685,0.000000,0.000000,170.888232,0.000000,0.000000,0.000000,8308.487009,8118.611195,0.000000,113.872217,0.000000,0.000000,0.000000,113.872217
2025-01-01,初始化,79,13:00-13:10,13:10-13:20,12:00版本,0.863600,1.160700,1131.827133,849.602733,282.224400,0.000000,79.027260,79.027260,0.000000,0.000000,203.197140,0.000000,0.000000,0.000000,8118.611195,7892.836595,0.000000,137.590411,0.000000,0.000000,0.000000,137.590411
2025-01-01,初始化,80,13:10-13:20,13:20-13:30,12:00版本,0.841600,1.143700,1152.669417,838.242233,314.427183,1.226196,96.591129,95.364933,0.000000,0.000000,217.836054,0.000000,0.000000,0.000000,7892.836595,7650.796535,1.402400,163.603311,0.000000,0.000000,0.000000,165.005712
2025-01-01,初始化,81,13:20-13:30,13:30-13:40,12:00版本,0.861800,1.153700,1139.130000,840.643750,298.486250,39.539565,118.818165,79.278600,0.000000,0.000000,179.668085,0.000000,0.000000,0.000000,7650.796535,7451.165330,45.616796,137.195581,0.000000,0.000000,0.000000,182.812378
2025-01-01,初始化,82,13:30-13:40,13:40-13:50,12:00版本,0.862300,1.057100,1091.087533,828.930733,262.156800,75.724801,138.917068,63.192267,0.000000,0.000000,123.239732,0.000000,0.000000,0.000000,7451.165330,7314.232294,80.048688,100.200818,0.000000,0.000000,0.000000,180.249505
2025-01-01,初始化,83,13:40-13:50,13:50-14:00,12:00版本,0.902600,1.142300,1089.978833,794.958733,295.020100,0.000000,158.727888,158.727888,0.000000,0.000000,136.292212,0.000000,0.000000,0.000000,7314.232294,7162.796503,0.000000,271.972299,0.000000,0.000000,0.000000,271.972299
2025-01-01,初始化,84,13:50-14:00,14:00-14:10,12:00版本,0.975400,1.362700,1128.995000,746.437500,382.557500,0.000000,0.000000,0.000000,0.000000,0.000000,382.557500,0.000000,0.000000,0.000000,7162.796503,6737.732614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,85,14:00-14:10,14:10-14:20,12:00版本,1.000200,1.363000,1122.801950,701.565150,421.236800,0.000000,0.000000,0.000000,0.000000,0.000000,421.236800,0.000000,0.000000,0.000000,6737.732614,6269.691725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,86,14:10-14:20,14:20-14:30,12:00版本,0.997800,1.321500,1103.896883,676.738600,427.158283,0.000000,0.000000,0.000000,0.000000,0.000000,427.158283,0.000000,0.000000,0.000000,6269.691725,5795.071410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,87,14:20-14:30,14:30-14:40,12:00版本,1.027100,1.388400,1091.496667,655.737500,435.759167,0.000000,0.000000,0.000000,0.000000,0.000000,435.759167,0.000000,0.000000,0.000000,5795.071410,5310.894558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,88,14:30-14:40,14:40-14:50,12:00版本,1.090600,1.473600,1066.427117,608.020483,458.406633,0.000000,0.000000,0.000000,0.000000,0.000000,458.406633,0.000000,0.000000,0.000000,5310.894558,4801.553854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,89,14:40-14:50,14:50-15:00,12:00版本,0.937600,1.220300,1032.764233,571.836067,460.928167,0.000000,0.000000,0.000000,0.000000,0.000000,460.928167,0.000000,0.000000,0.000000,4801.553854,4289.411447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,90,14:50-15:00,15:00-15:10,12:00版本,0.669400,0.829500,1025.781667,554.556250,471.225417,1169.454922,1203.013218,33.558296,0.000000,731.787801,0.000000,0.000000,0.000000,0.000000,4289.411447,4948.020468,970.062858,41.754910,0.000000,0.000000,0.000000,1011.817768
2025-01-01,初始化,91,15:00-15:10,15:10-15:20,12:00版本,0.660000,0.878200,1076.596967,523.186250,553.410717,1209.709107,1243.099656,33.390549,0.000000,689.688939,0.000000,0.000000,0.000000,0.000000,4948.020468,5568.740513,1062.366538,43.985370,0.000000,0.000000,0.000000,1106.351907
2025-01-01,初始化,92,15:10-15:20,15:20-15:30,12:00版本,0.721700,0.974000,1103.814283,476.737550,627.076733,576.421020,1292.693800,716.272780,0.000000,665.617067,0.000000,0.000000,0.000000,0.000000,5568.740513,6167.795873,561.434073,1046.474532,0.000000,0.000000,0.000000,1607.908605
