日期,计划购电量（kWh）,购电费（元）,充电量（kWh）,放电量（kWh）,弃光量（kWh）,紧急购电量（kWh）,紧急购电费（元）,总购电费（元）,累计总购电费（元）,0:00储电量（kWh）,24:00储电量（kWh）,日末储电量距下限（kWh）,日末储电量距上限（kWh）,日末区间越界量（kWh）
2025-03-27,61449.137131,37012.051587,20063.374198,17331.333100,0.000000,0.000000,0.000000,37012.051587,2039440.726409,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-03-28,28464.143167,14280.561433,15333.333333,12420.000000,14728.673483,0.000000,0.000000,14280.561433,2053721.287842,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-03-29,29971.068933,15070.253766,16666.666667,12420.000000,18017.164883,0.000000,0.000000,15070.253766,2068791.541608,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-03-30,59444.994492,35450.968108,21575.468642,17476.129600,0.000000,0.000000,0.000000,35450.968108,2104242.509716,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-03-31,60835.744705,36376.440627,20443.749938,16559.437450,0.000000,0.000000,0.000000,36376.440627,2140618.950343,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-01,64105.930294,37967.308502,20510.627160,16613.608000,0.000000,0.000000,0.000000,37967.308502,2178586.258845,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-02,64488.735000,38222.642546,21333.333333,17280.000000,0.000000,0.000000,0.000000,38222.642546,2216808.901391,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-03,58605.386751,35360.912066,20114.647901,17372.864800,0.000000,0.000000,0.000000,35360.912066,2252169.813458,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-04,27472.501300,13598.712466,15333.333333,12420.000000,18128.272017,0.000000,0.000000,13598.712466,2265768.525923,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-05,29215.041083,14516.176451,16666.666667,12420.000000,12924.161667,0.000000,0.000000,14516.176451,2280284.702375,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-06,58379.160699,34858.106673,20889.335782,16920.361983,0.000000,0.000000,0.000000,34858.106673,2315142.809048,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-07,57177.872083,33965.023000,20710.754383,16775.711050,0.000000,0.000000,0.000000,33965.023000,2349107.832048,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-08,58406.701355,35143.137297,21333.849938,17280.418450,0.000000,0.000000,0.000000,35143.137297,2384250.969345,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-09,63187.542385,37244.738996,21332.507901,17279.331400,0.000000,0.000000,0.000000,37244.738996,2421495.708341,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-10,57101.641243,34543.409352,19582.604259,16941.909450,0.000000,0.000000,0.000000,34543.409352,2456039.117694,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-11,27224.533767,13408.473392,15333.333333,12420.000000,18994.368733,0.000000,0.000000,13408.473392,2469447.591086,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-12,27967.645750,13743.520022,16666.666667,12420.000000,14695.668750,0.000000,0.000000,13743.520022,2483191.111108,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-13,58148.214494,34631.060433,20376.433827,16504.911400,0.000000,0.000000,0.000000,34631.060433,2517822.171541,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-14,56471.860434,33323.252378,20756.802550,16813.010065,0.000000,0.000000,0.000000,33323.252378,2551145.423920,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-15,53870.748736,32586.512876,19638.290103,15907.014983,0.000000,0.000000,0.000000,32586.512876,2583731.936795,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-16,59563.436175,35108.973997,19914.606975,16130.831650,0.000000,0.000000,0.000000,35108.973997,2618840.910793,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-17,55378.666701,33351.042881,18896.042987,16385.794819,0.000000,0.000000,0.000000,33351.042881,2652191.953674,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-18,26056.442000,12617.800215,15333.333333,12420.000000,16788.902900,0.000000,0.000000,12617.800215,2664809.753889,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-19,27336.625150,13107.031735,16666.666667,12420.000000,16305.162467,0.000000,0.000000,13107.031735,2677916.785624,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-20,55924.433457,33027.073920,20876.670741,16910.103300,0.000000,0.000000,0.000000,33027.073920,2710943.859544,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-21,52187.613909,31290.942793,19318.667593,15648.120750,0.000000,0.000000,0.000000,31290.942793,2742234.802337,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-22,55926.445323,33000.028872,19859.799856,16086.437883,0.000000,0.000000,0.000000,33000.028872,2775234.831210,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-23,55109.365823,32437.010311,19522.615123,15813.318250,0.000000,0.000000,0.000000,32437.010311,2807671.841521,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-24,49684.071143,30220.838284,17852.890926,15540.841650,281.792700,0.000000,0.000000,30220.838284,2837892.679805,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-25,25233.333646,12148.924612,15337.185417,12423.120188,20318.807783,0.000000,0.000000,12148.924612,2850041.604417,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-04-26,27065.794867,13092.354627,16666.666667,12420.000000,22748.872567,0.000000,0.000000,13092.354627,2863133.959044,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-27,52697.976579,31784.268050,19870.586029,16095.174683,348.898033,0.000000,0.000000,31784.268050,2894918.227094,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-28,60394.649068,35284.218046,19855.961584,16083.328883,0.000000,0.000000,0.000000,35284.218046,2930202.445140,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-29,50974.680211,31136.984698,17898.378128,14497.686283,140.619133,0.000000,0.000000,31136.984698,2961339.429837,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-04-30,51743.546087,30732.298940,18349.744403,14863.292967,0.000000,0.000000,0.000000,30732.298940,2992071.728778,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-01,54045.566253,33839.952533,18542.774053,16099.646983,590.868467,0.000000,0.000000,33839.952533,3025911.681311,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-02,29059.058367,15281.396617,15333.333333,12420.000000,11855.249350,0.000000,0.000000,15281.396617,3041193.077928,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-03,29534.443250,15261.714571,16666.666667,12420.000000,16420.567933,0.000000,0.000000,15261.714571,3056454.792499,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-04,55121.164572,33877.415066,17823.412222,14436.963900,0.000000,0.000000,0.000000,33877.415066,3090332.207564,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-05,58908.217266,35632.499219,20169.258683,16337.099533,0.000000,0.000000,0.000000,35632.499219,3125964.706784,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-06,56765.298376,34532.964647,20500.829259,16605.671700,0.000000,0.000000,0.000000,34532.964647,3160497.671431,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-07,58866.467212,36067.450099,19992.449012,16193.883700,0.000000,0.000000,0.000000,36067.450099,3196565.121531,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-08,58192.696487,35366.282411,18137.425633,15771.314762,0.000000,0.000000,0.000000,35366.282411,3231931.403942,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-09,27797.301117,14398.497295,15333.333333,12420.000000,16384.505217,0.000000,0.000000,14398.497295,3246329.901237,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-10,29210.892925,14965.225164,16672.609167,12424.813425,12841.956183,0.000000,0.000000,14965.225164,3261295.126401,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-11,59113.542888,35749.977214,19101.853621,15472.501433,0.000000,0.000000,0.000000,35749.977214,3297045.103615,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-12,55169.117462,33834.746494,17041.235679,13803.400900,0.000000,0.000000,0.000000,33834.746494,3330879.850109,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-13,56756.359797,34283.023057,19089.822263,15462.756033,0.000000,0.000000,0.000000,34283.023057,3365162.873166,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-14,56580.968530,34204.901382,18772.428230,15205.666867,0.000000,0.000000,0.000000,34204.901382,3399367.774548,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-15,55056.521596,33698.614062,17743.649630,15452.356200,0.000000,0.000000,0.000000,33698.614062,3433066.388610,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-16,26810.195225,13580.583276,15334.859167,12421.235925,21180.867267,0.000000,0.000000,13580.583276,3446646.971885,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-17,29088.414500,14998.768845,16666.666667,12420.000000,14392.733000,0.000000,0.000000,14998.768845,3461645.740730,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-18,57331.621679,34099.706670,19238.861646,15583.477933,0.000000,0.000000,0.000000,34099.706670,3495745.447400,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-19,51483.751985,31747.420039,18043.218889,14615.007300,540.161996,0.000000,0.000000,31747.420039,3527492.867439,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-20,58020.500954,34944.237351,18383.301687,14890.474367,0.000000,0.000000,0.000000,34944.237351,3562437.104790,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-21,54668.667358,33692.990995,17398.769691,14093.003450,0.000000,0.000000,0.000000,33692.990995,3596130.095785,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-22,52917.675668,32586.954985,16742.194218,14641.177317,0.000000,0.000000,0.000000,32586.954985,3628717.050770,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-23,26721.687683,13576.260449,15333.333333,12420.000000,17387.367533,0.000000,0.000000,13576.260449,3642293.311219,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-24,27953.509767,13947.862436,16666.666667,12420.000000,19952.294533,0.000000,0.000000,13947.862436,3656241.173655,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-25,51860.180130,32070.698779,17447.998930,14132.879133,0.000000,0.000000,0.000000,32070.698779,3688311.872434,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-26,58135.703940,34824.079180,18714.801967,15158.989593,0.000000,0.000000,0.000000,34824.079180,3723135.951614,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-27,52742.234520,32220.221498,17641.078704,14289.273750,0.000000,0.000000,0.000000,32220.221498,3755356.173113,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-28,55860.320123,33610.031826,18875.947840,15289.517750,0.000000,0.000000,0.000000,33610.031826,3788966.204938,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-05-29,56492.196264,34366.320218,18221.036300,15839.039403,0.000000,0.000000,0.000000,34366.320218,3823332.525157,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-30,26875.462633,13717.798413,15333.333333,12420.000000,17365.810433,0.000000,0.000000,13717.798413,3837050.323569,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-05-31,28209.855237,14021.037179,16697.832917,12445.244662,15567.991283,0.000000,0.000000,14021.037179,3851071.360749,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-01,75358.071952,46022.446250,21753.482202,17620.320583,0.000000,0.000000,0.000000,46022.446250,3897093.806998,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-02,72824.186835,45127.847570,22017.468169,17834.149217,0.000000,0.000000,0.000000,45127.847570,3942221.654568,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-03,72370.482198,44490.349389,21989.719465,17811.672767,0.000000,0.000000,0.000000,44490.349389,3986712.003957,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-04,73729.153506,44937.714907,21493.707222,17409.902850,0.000000,0.000000,0.000000,44937.714907,4031649.718863,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-05,74116.139520,45708.177780,21298.588436,18331.856633,0.000000,0.000000,0.000000,45708.177780,4077357.896643,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-06,35934.832850,20723.005564,15333.333333,12420.000000,2166.419333,0.000000,0.000000,20723.005564,4098080.902207,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-07,36093.746183,20283.306174,16666.666667,12420.000000,720.478367,0.000000,0.000000,20283.306174,4118364.208382,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-08,68837.309815,42665.980961,19222.580782,15570.290433,0.000000,0.000000,0.000000,42665.980961,4161030.189342,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-09,75146.015094,46496.833673,22174.766723,17961.561045,0.000000,0.000000,0.000000,46496.833673,4207527.023016,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-10,75865.018801,46586.057737,22349.880267,18103.403017,0.000000,0.000000,0.000000,46586.057737,4254113.080753,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-11,80551.464136,50336.085911,23510.120103,19043.197283,0.000000,0.000000,0.000000,50336.085911,4304449.166664,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-12,75481.747221,47005.117735,21626.582654,18597.531950,0.000000,0.000000,0.000000,47005.117735,4351454.284399,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-13,34311.416833,19579.782846,15350.444218,12433.859817,3049.413632,0.000000,0.000000,19579.782846,4371034.067245,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-14,35751.959100,20065.394414,16666.666667,12420.000000,5311.838000,0.000000,0.000000,20065.394414,4391099.461659,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-15,74870.426283,45830.341020,22333.333333,18090.000000,0.000000,0.000000,0.000000,45830.341020,4436929.802679,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-16,77041.094491,47553.284850,22878.704602,18531.750727,0.000000,0.000000,0.000000,47553.284850,4484483.087529,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-17,79030.044396,48965.854845,23120.734012,18727.794550,0.000000,0.000000,0.000000,48965.854845,4533448.942374,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-18,75093.621794,46023.236210,21921.739444,17756.608950,0.000000,0.000000,0.000000,46023.236210,4579472.178583,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-19,71110.673099,44086.095690,20689.875782,17838.799383,0.000000,0.000000,0.000000,44086.095690,4623558.274273,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-20,32618.435283,18289.898915,15333.333333,12420.000000,7304.420183,0.000000,0.000000,18289.898915,4641848.173188,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-21,33874.109100,18333.442444,16666.666667,12420.000000,10292.619383,0.000000,0.000000,18333.442444,4660181.615633,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-22,71420.015098,43824.352501,20855.610864,16893.044800,0.000000,0.000000,0.000000,43824.352501,4704005.968134,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-23,71213.203843,44174.868836,21851.710226,17699.885283,0.000000,0.000000,0.000000,44174.868836,4748180.836970,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-24,80710.948570,50042.363271,23379.320370,18937.249500,0.000000,0.000000,0.000000,50042.363271,4798223.200241,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-25,74689.297292,45520.753346,22377.721100,18125.954091,0.000000,0.000000,0.000000,45520.753346,4843743.953587,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-26,70312.862508,43415.056035,20238.797150,17473.425691,0.000000,0.000000,0.000000,43415.056035,4887159.009622,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-27,31918.078817,17674.307417,15333.333333,12420.000000,9233.009367,0.000000,0.000000,17674.307417,4904833.317039,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-06-28,33784.045283,18351.806914,16666.666667,12420.000000,7760.334567,0.000000,0.000000,18351.806914,4923185.123953,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-29,73432.158393,44673.220756,21917.257860,17752.978867,0.000000,0.000000,0.000000,44673.220756,4967858.344709,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-06-30,73965.613234,45219.343606,21514.829913,17427.012230,0.000000,0.000000,0.000000,45219.343606,5013077.688315,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-01,83049.106544,51724.787295,22012.654181,17830.249887,0.000000,0.000000,0.000000,51724.787295,5064802.475610,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-02,76674.935022,47977.678263,19842.312222,16072.272900,0.000000,0.000000,0.000000,47977.678263,5112780.153873,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-03,82740.277530,52054.812108,21366.981736,18387.255206,0.000000,0.000000,0.000000,52054.812108,5164834.965981,6600.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-04,41555.305650,24324.227130,15333.333333,12420.000000,9760.989533,0.000000,0.000000,24324.227130,5189159.193111,5400.000000,5400.000000,0.000000,1200.000000,0.000000
2025-07-05,43400.555400,25235.694771,16666.666667,12420.000000,10363.689967,0.000000,0.000000,25235.694771,5214394.887882,5400.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-06,84210.881673,53085.253018,23246.247840,18829.460750,0.000000,0.000000,0.000000,53085.253018,5267480.140900,6600.000000,6600.000000,1200.000000,0.000000,0.000000
2025-07-07,77134.673396,48175.315793,19605.654630,15880.580250,0.000000,0.000000,0.000000,48175.315793,5315655.456693,6600.000000,6600.000000,1200.000000,0.000000,0.000000
