日期,阶段,内部时段,内部真实区间,模板显示区间,生效购电版本,实时截断边界,近端10分钟块数,远端30分钟块数,光伏预报批次,参数版本,电价,光伏预报特征电量,净负荷诊断0.8分位数,实际净负荷电量,实际负载电量,实际光伏电量,0点初始计划,最终有效购电,增购差额,减购差额,实际充电量,实际放电量,紧急购电量,弃光量,未利用有效购电量,时段初储电量,时段末储电量,初始计划费,增购费,减购退费,减购违约费,紧急购电费,时段实际总费
2025-01-01,初始化,11,01:40-01:50,1:50-2:00,00:00版本,06:00,6,7,00:00批次,均衡重采样,0.433300,0.000000,582.514017,615.776883,615.776883,0.000000,582.514017,582.514017,0.000000,0.000000,0.000000,33.262867,0.000000,0.000000,0.000000,9667.628575,9630.669834,252.403323,0.000000,0.000000,0.000000,0.000000,252.403323
2025-01-01,初始化,12,01:50-02:00,2:00-2:10,00:00版本,06:00,6,7,00:00批次,均衡重采样,0.431100,0.000000,583.074050,677.455000,677.455000,0.000000,583.074050,583.074050,0.000000,0.000000,0.000000,94.380950,0.000000,0.000000,0.000000,9630.669834,9525.802112,251.363223,0.000000,0.000000,0.000000,0.000000,251.363223
2025-01-01,初始化,13,02:00-02:10,2:10-2:20,00:00版本,06:00,6,6,00:00批次,均衡重采样,0.429300,0.000000,584.204917,635.111833,635.111833,0.000000,584.204917,584.204917,0.000000,0.000000,0.000000,50.906917,0.000000,0.000000,0.000000,9525.802112,9469.238871,250.799171,0.000000,0.000000,0.000000,0.000000,250.799171
2025-01-01,初始化,14,02:10-02:20,2:20-2:30,00:00版本,06:00,6,6,00:00批次,均衡重采样,0.432400,0.000000,585.439783,640.824917,640.824917,0.000000,585.439783,585.439783,0.000000,0.000000,0.000000,55.385133,0.000000,0.000000,0.000000,9469.238871,9407.699834,253.144162,0.000000,0.000000,0.000000,0.000000,253.144162
2025-01-01,初始化,15,02:20-02:30,2:30-2:40,00:00版本,06:00,6,6,00:00批次,均衡重采样,0.436700,0.000000,586.144750,705.770000,705.770000,0.000000,586.144750,586.144750,0.000000,0.000000,0.000000,119.625250,0.000000,0.000000,0.000000,9407.699834,9274.782889,255.969412,0.000000,0.000000,0.000000,0.000000,255.969412
2025-01-01,初始化,16,02:30-02:40,2:40-2:50,00:00版本,06:00,6,5,00:00批次,均衡重采样,0.434800,0.000000,586.320767,684.995917,684.995917,0.000000,586.320767,586.320767,0.000000,0.000000,0.000000,98.675150,0.000000,0.000000,0.000000,9274.782889,9165.143834,254.932269,0.000000,0.000000,0.000000,0.000000,254.932269
2025-01-01,初始化,17,02:40-02:50,2:50-3:00,00:00版本,06:00,6,5,00:00批次,均衡重采样,0.433500,0.000000,586.425300,666.149083,666.149083,0.000000,586.425300,586.425300,0.000000,0.000000,0.000000,79.723783,0.000000,0.000000,0.000000,9165.143834,9076.561852,254.215368,0.000000,0.000000,0.000000,0.000000,254.215368
2025-01-01,初始化,18,02:50-03:00,3:00-3:10,00:00版本,06:00,6,5,00:00批次,均衡重采样,0.435700,0.000000,586.849600,683.698333,683.698333,0.000000,586.849600,586.849600,0.000000,0.000000,0.000000,96.848733,0.000000,0.000000,0.000000,9076.561852,8968.952149,255.690371,0.000000,0.000000,0.000000,0.000000,255.690371
2025-01-01,初始化,19,03:00-03:10,3:10-3:20,00:00版本,06:00,6,4,00:00批次,均衡重采样,0.437400,0.000000,587.821017,681.009617,681.009617,0.000000,587.821017,587.821017,0.000000,0.000000,0.000000,93.188600,0.000000,0.000000,0.000000,8968.952149,8865.409260,257.112913,0.000000,0.000000,0.000000,0.000000,257.112913
2025-01-01,初始化,20,03:10-03:20,3:20-3:30,00:00版本,06:00,6,4,00:00批次,均衡重采样,0.437100,0.000000,589.547567,688.960433,688.960433,0.000000,589.547567,589.547567,0.000000,0.000000,0.000000,99.412867,0.000000,0.000000,0.000000,8865.409260,8754.950519,257.691241,0.000000,0.000000,0.000000,0.000000,257.691241
2025-01-01,初始化,21,03:20-03:30,3:30-3:40,00:00版本,06:00,6,4,00:00批次,均衡重采样,0.435600,0.000000,590.813467,696.530000,696.530000,0.000000,590.813467,590.813467,0.000000,0.000000,0.000000,105.716533,0.000000,0.000000,0.000000,8754.950519,8637.487704,257.358346,0.000000,0.000000,0.000000,0.000000,257.358346
2025-01-01,初始化,22,03:30-03:40,3:40-3:50,00:00版本,06:00,6,3,00:00批次,均衡重采样,0.435300,0.000000,590.213117,658.895183,658.895183,0.000000,590.213117,590.213117,0.000000,0.000000,0.000000,68.682067,0.000000,0.000000,0.000000,8637.487704,8561.174297,256.919770,0.000000,0.000000,0.000000,0.000000,256.919770
2025-01-01,初始化,23,03:40-03:50,3:50-4:00,00:00版本,06:00,6,3,00:00批次,均衡重采样,0.436000,0.000000,591.066267,651.791600,651.791600,0.000000,591.066267,591.066267,0.000000,0.000000,0.000000,60.725333,0.000000,0.000000,0.000000,8561.174297,8493.701704,257.704892,0.000000,0.000000,0.000000,0.000000,257.704892
2025-01-01,初始化,24,03:50-04:00,4:00-4:10,00:00版本,06:00,6,3,00:00批次,均衡重采样,0.437800,0.000000,593.367833,683.218333,683.218333,0.000000,593.367833,593.367833,0.000000,0.000000,0.000000,89.850500,0.000000,0.000000,0.000000,8493.701704,8393.867815,259.776437,0.000000,0.000000,0.000000,0.000000,259.776437
2025-01-01,初始化,25,04:00-04:10,4:10-4:20,00:00版本,06:00,6,2,00:00批次,均衡重采样,0.440100,0.000000,593.659683,687.310383,687.310383,0.000000,593.659683,593.659683,0.000000,0.000000,0.000000,93.650700,0.000000,0.000000,0.000000,8393.867815,8289.811482,261.269627,0.000000,0.000000,0.000000,0.000000,261.269627
2025-01-01,初始化,26,04:10-04:20,4:20-4:30,00:00版本,06:00,6,2,00:00批次,均衡重采样,0.438900,0.000000,592.786383,694.834467,694.834467,0.000000,592.786383,592.786383,0.000000,0.000000,0.000000,102.048083,0.000000,0.000000,0.000000,8289.811482,8176.424723,260.173944,0.000000,0.000000,0.000000,0.000000,260.173944
2025-01-01,初始化,27,04:20-04:30,4:30-4:40,00:00版本,06:00,6,2,00:00批次,均衡重采样,0.436400,0.000000,593.337867,710.040000,710.040000,0.000000,593.337867,593.337867,0.000000,0.000000,0.000000,116.702133,0.000000,0.000000,0.000000,8176.424723,8046.755686,258.932645,0.000000,0.000000,0.000000,0.000000,258.932645
2025-01-01,初始化,28,04:30-04:40,4:40-4:50,00:00版本,06:00,6,1,00:00批次,均衡重采样,0.439300,0.000000,596.775667,702.870367,702.870367,0.000000,596.775667,596.775667,0.000000,0.000000,0.000000,106.094700,0.000000,0.000000,0.000000,8046.755686,7928.872686,262.163550,0.000000,0.000000,0.000000,0.000000,262.163550
2025-01-01,初始化,29,04:40-04:50,4:50-5:00,00:00版本,06:00,6,1,00:00批次,均衡重采样,0.442200,0.000000,597.819333,710.309500,710.309500,0.000000,597.819333,597.819333,0.000000,0.000000,0.000000,112.490167,0.000000,0.000000,0.000000,7928.872686,7803.883612,264.355709,0.000000,0.000000,0.000000,0.000000,264.355709
2025-01-01,初始化,30,04:50-05:00,5:00-5:10,00:00版本,06:00,6,1,00:00批次,均衡重采样,0.439500,0.000000,595.210583,723.650000,723.650000,0.000000,595.210583,595.210583,0.000000,0.000000,0.000000,128.439417,0.000000,0.000000,0.000000,7803.883612,7661.173149,261.595051,0.000000,0.000000,0.000000,0.000000,261.595051
2025-01-01,初始化,31,05:00-05:10,5:10-5:20,00:00版本,06:00,6,0,00:00批次,均衡重采样,0.433300,0.000000,593.719517,701.370133,701.370133,0.000000,593.719517,593.719517,0.000000,0.000000,0.000000,107.650617,0.000000,0.000000,0.000000,7661.173149,7541.561352,257.258667,0.000000,0.000000,0.000000,0.000000,257.258667
2025-01-01,初始化,32,05:10-05:20,5:20-5:30,00:00版本,06:00,5,0,00:00批次,均衡重采样,0.443900,0.000000,598.563483,717.020550,717.020550,0.000000,598.563483,598.563483,0.000000,0.000000,0.000000,118.457067,0.000000,0.000000,0.000000,7541.561352,7409.942389,265.702330,0.000000,0.000000,0.000000,0.000000,265.702330
2025-01-01,初始化,33,05:20-05:30,5:30-5:40,00:00版本,06:00,4,0,00:00批次,均衡重采样,0.430100,0.000000,596.617417,742.765000,742.765000,0.000000,596.617417,596.617417,0.000000,0.000000,0.000000,146.147583,0.000000,0.000000,0.000000,7409.942389,7247.556186,256.605151,0.000000,0.000000,0.000000,0.000000,256.605151
2025-01-01,初始化,34,05:30-05:40,5:40-5:50,00:00版本,06:00,3,0,00:00批次,均衡重采样,0.371300,0.000000,581.019833,691.439500,691.439500,0.000000,1414.353167,1414.353167,0.000000,0.000000,722.913667,0.000000,0.000000,0.000000,0.000000,7247.556186,7898.178486,525.149331,0.000000,0.000000,0.000000,0.000000,525.149331
2025-01-01,初始化,35,05:40-05:50,5:50-6:00,00:00版本,06:00,2,0,00:00批次,均衡重采样,0.570800,0.000000,637.316567,749.688883,749.688883,0.000000,637.316567,637.316567,0.000000,0.000000,0.000000,112.372317,0.000000,0.000000,0.000000,7898.178486,7773.320356,363.780296,0.000000,0.000000,0.000000,0.000000,363.780296
2025-01-01,初始化,36,05:50-06:00,6:00-6:10,00:00版本,06:00,1,0,00:00批次,均衡重采样,0.909900,0.000000,733.012117,894.896667,894.896667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,61.563333,0.000000,0.000000,7773.320356,6847.394430,0.000000,0.000000,0.000000,0.000000,280.082385,280.082385
2025-01-01,初始化,37,06:00-06:10,6:10-6:20,06:00版本,12:00,6,10,06:00批次,均衡重采样,0.936800,0.042943,742.292440,906.816517,906.816517,0.000000,0.000000,742.292440,742.292440,0.000000,0.000000,164.524076,0.000000,0.000000,0.000000,6847.394430,6664.589901,0.000000,1043.069337,0.000000,0.000000,0.000000,1043.069337
2025-01-01,初始化,38,06:10-06:20,6:20-6:30,06:00版本,12:00,6,10,06:00批次,均衡重采样,0.875800,0.128829,728.503154,886.148833,886.148833,0.000000,381.111048,728.503154,347.392106,0.000000,0.000000,0.000000,157.645679,0.000000,0.000000,6664.589901,6664.589901,333.777056,456.369010,0.000000,0.000000,690.330429,1480.476495
2025-01-01,初始化,39,06:20-06:30,6:30-6:40,06:00版本,12:00,6,10,06:00批次,均衡重采样,0.875900,0.214715,731.944118,899.970000,899.970000,0.000000,0.000000,731.944118,731.944118,0.000000,0.000000,0.000000,168.025882,0.000000,0.000000,6664.589901,6664.589901,0.000000,961.664780,0.000000,0.000000,735.869350,1697.534129
2025-01-01,初始化,40,06:30-06:40,6:40-6:50,06:00版本,12:00,6,9,06:00批次,均衡重采样,0.860100,0.300601,730.465332,906.932417,907.900117,0.967700,730.462862,730.465332,0.002469,0.000000,0.000000,115.958584,60.508501,0.000000,0.000000,6664.589901,6535.747030,628.271108,0.003186,0.000000,0.000000,260.216808,888.491102
2025-01-01,初始化,41,06:40-06:50,6:50-7:00,06:00版本,12:00,6,9,06:00批次,均衡重采样,0.844200,0.386487,738.742796,907.400167,907.400167,0.000000,738.739621,738.742796,0.003175,0.000000,0.000000,0.000000,168.657371,0.000000,0.000000,6535.747030,6535.747030,623.643988,0.004021,0.000000,0.000000,711.902762,1335.550771
2025-01-01,初始化,42,06:50-07:00,7:0-7:10,06:00版本,12:00,6,9,06:00批次,均衡重采样,0.833400,0.472374,753.436976,905.092500,905.605000,0.512500,753.433096,753.436976,0.003881,0.000000,0.000000,0.000000,151.655524,0.000000,0.000000,6535.747030,6535.747030,627.911142,0.004851,0.000000,0.000000,631.948567,1259.864560
2025-01-01,初始化,43,07:00-07:10,7:10-7:20,06:00版本,12:00,6,8,06:00批次,均衡重采样,0.809200,22.538817,731.473200,878.914417,908.213633,29.299217,731.267283,731.473200,0.205917,0.000000,0.000000,0.000000,147.441217,0.000000,0.000000,6535.747030,6535.747030,591.741486,0.249942,0.000000,0.000000,596.547163,1188.538590
2025-01-01,初始化,44,07:10-07:20,7:20-7:30,06:00版本,12:00,6,8,06:00批次,均衡重采样,0.797200,66.585817,691.061967,848.084700,918.334033,70.249333,690.452683,691.061967,0.609283,0.000000,0.000000,0.000000,157.022733,0.000000,0.000000,6535.747030,6535.747030,550.428879,0.728581,0.000000,0.000000,625.892615,1177.050075
2025-01-01,初始化,45,07:20-07:30,7:30-7:40,06:00版本,12:00,6,8,06:00批次,均衡重采样,0.764400,110.632817,643.240817,799.816667,912.666667,112.850000,642.228167,1439.199137,796.970970,0.000000,639.382470,0.000000,0.000000,0.000000,0.000000,6535.747030,7111.191253,490.919211,913.806914,0.000000,0.000000,0.000000,1404.726125
2025-01-01,初始化,46,07:30-07:40,7:40-7:50,06:00版本,12:00,6,7,06:00批次,均衡重采样,0.689900,154.679817,575.879617,729.768383,888.236917,158.468533,1407.796933,1409.212950,1.416017,0.000000,679.444567,0.000000,0.000000,0.000000,0.000000,7111.191253,7722.691363,971.239104,1.465365,0.000000,0.000000,0.000000,972.704469
2025-01-01,初始化,47,07:40-07:50,7:50-8:00,06:00版本,12:00,6,7,06:00批次,均衡重采样,0.860000,198.726817,619.683167,804.757633,1014.019383,209.261750,617.863783,619.683167,1.819383,0.000000,0.000000,0.000000,185.074467,0.000000,0.000000,7722.691363,7722.691363,531.362854,2.347005,0.000000,0.000000,795.820207,1329.530065
2025-01-01,初始化,48,07:50-08:00,8:00-8:10,06:00版本,12:00,6,7,06:00批次,均衡重采样,1.161700,242.773817,723.848300,953.952083,1219.333333,265.381250,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,120.618750,0.000000,0.000000,7722.691363,6796.765437,0.000000,0.000000,0.000000,0.000000,700.614009,700.614009
2025-01-01,初始化,49,08:00-08:10,8:10-8:20,06:00版本,12:00,6,6,06:00批次,均衡重采样,1.168300,288.536281,692.268053,921.995583,1244.915783,322.920200,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,88.662250,0.000000,0.000000,6796.765437,5870.839511,0.000000,0.000000,0.000000,0.000000,517.920533,517.920533
2025-01-01,初始化,50,08:10-08:20,8:20-8:30,06:00版本,12:00,6,6,06:00批次,均衡重采样,1.095600,336.014208,621.997675,833.427483,1204.281833,370.854350,0.000000,0.000000,0.000000,0.000000,0.000000,833.333333,0.094150,0.000000,0.000000,5870.839511,4944.913585,0.000000,0.000000,0.000000,0.000000,0.515754,0.515754
2025-01-01,初始化,51,08:20-08:30,8:30-8:40,06:00版本,12:00,6,6,06:00批次,均衡重采样,1.084900,383.492136,578.017547,787.669583,1202.688333,415.018750,0.000000,0.000000,0.000000,0.000000,0.000000,787.669583,0.000000,0.000000,0.000000,4944.913585,4069.725159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,52,08:30-08:40,8:40-8:50,06:00版本,12:00,6,5,06:00批次,均衡重采样,1.061000,430.970064,528.065019,755.897633,1226.950067,471.052433,0.000000,0.000000,0.000000,0.000000,0.000000,755.897633,0.000000,0.000000,0.000000,4069.725159,3229.838900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,53,08:40-08:50,8:50-9:00,06:00版本,12:00,6,5,06:00批次,均衡重采样,1.043000,478.447992,492.248792,692.230250,1212.585500,520.355250,0.000000,0.000000,0.000000,0.000000,0.000000,692.230250,0.000000,0.000000,0.000000,3229.838900,2460.694178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,54,08:50-09:00,9:00-9:10,06:00版本,12:00,6,5,06:00批次,均衡重采样,1.036000,525.925919,466.450764,621.054583,1179.548333,558.493750,0.000000,0.000000,0.000000,0.000000,0.000000,621.054583,0.000000,0.000000,0.000000,2460.694178,1770.633530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-01-01,初始化,55,09:00-09:10,9:10-9:20,06:00版本,12:00,6,4,06:00批次,均衡重采样,1.014700,569.029301,424.132299,603.346417,1203.646033,600.299617,0.000000,0.000000,0.000000,0.000000,0.000000,513.570177,89.776240,0.000000,0.000000,1770.633530,1200.000000,0.000000,0.000000,0.000000,0.000000,455.479754,455.479754
2025-01-01,初始化,56,09:10-09:20,9:20-9:30,06:00版本,12:00,6,4,06:00批次,均衡重采样,0.992200,607.758137,380.501096,558.986017,1204.925217,645.939200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.986017,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,2773.129629,2773.129629
2025-01-01,初始化,57,09:20-09:30,9:30-9:40,06:00版本,12:00,6,4,06:00批次,均衡重采样,0.970000,646.486974,340.810160,491.584167,1183.221667,691.637500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,491.584167,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,2384.183208,2384.183208
2025-01-01,初始化,58,09:30-09:40,9:40-9:50,06:00版本,12:00,6,3,06:00批次,均衡重采样,0.942200,685.215810,299.381857,482.278650,1216.192017,733.913367,0.000000,299.381857,299.381857,0.000000,0.000000,0.000000,182.896793,0.000000,0.000000,1200.000000,1200.000000,0.000000,423.116378,0.000000,0.000000,861.626792,1284.743171
2025-01-01,初始化,59,09:40-09:50,9:50-10:00,06:00版本,12:00,6,3,06:00批次,均衡重采样,0.956900,723.944646,259.243054,448.070850,1218.862600,770.791750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,448.070850,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,2143.794982,2143.794982
2025-01-01,初始化,60,09:50-10:00,10:00-10:10,06:00版本,12:00,6,3,06:00批次,均衡重采样,0.997700,762.673482,221.029785,377.137083,1183.243333,806.106250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,377.137083,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1881.348340,1881.348340
2025-01-01,初始化,61,10:00-10:10,10:10-10:20,06:00版本,12:00,6,2,06:00批次,均衡重采样,0.991900,789.373483,193.539733,340.803167,1187.586900,846.783733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,340.803167,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1690.213305,1690.213305
2025-01-01,初始化,62,10:10-10:20,10:20-10:30,06:00版本,12:00,6,2,06:00批次,均衡重采样,0.958800,804.044650,177.081483,292.926267,1182.718400,889.792133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,292.926267,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1404.288522,1404.288522
2025-01-01,初始化,63,10:20-10:30,10:30-10:40,06:00版本,12:00,6,2,06:00批次,均衡重采样,0.954900,818.715817,160.195983,248.574167,1164.361667,915.787500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,248.574167,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1186.817359,1186.817359
2025-01-01,初始化,64,10:30-10:40,10:40-10:50,06:00版本,12:00,6,1,06:00批次,均衡重采样,0.983900,833.386983,142.951483,276.832067,1183.161700,906.329633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,276.832067,0.000000,0.000000,1200.000000,1200.000000,0.000000,0.000000,0.000000,0.000000,1361.875352,1361.875352
2025-01-01,初始化,65,10:40-10:50,10:50-11:00,06:00版本,12:00,6,1,06:00批次,均衡重采样,0.799000,848.058150,126.107650,299.630067,1198.998833,899.368767,48.056613,126.107650,78.051038,0.000000,0.000000,0.000000,173.522417,0.000000,0.000000,1200.000000,1200.000000,38.397233,93.544168,0.000000,0.000000,693.222055,825.163456
2025-01-01,初始化,66,10:50-11:00,11:00-11:10,06:00版本,12:00,6,1,06:00批次,均衡重采样,0.502500,862.729317,110.447133,293.846667,1189.196667,895.350000,855.016610,943.780467,88.763857,0.000000,649.933800,0.000000,0.000000,0.000000,0.000000,1200.000000,1784.940420,429.645846,66.905757,0.000000,0.000000,0.000000,496.551604
2025-01-01,初始化,67,11:00-11:10,11:10-11:20,06:00版本,12:00,6,0,06:00批次,均衡重采样,0.466200,868.096981,105.021403,309.995800,1173.824500,863.828700,842.932374,938.354736,95.422362,0.000000,628.358936,0.000000,0.000000,0.000000,0.000000,1784.940420,2350.463462,392.975073,66.728858,0.000000,0.000000,0.000000,459.703931
2025-01-01,初始化,68,11:10-11:20,11:20-11:30,06:00版本,12:00,5,0,06:00批次,均衡重采样,0.500700,864.161142,106.411825,322.944400,1178.194583,855.250183,841.718604,939.745158,98.026554,0.000000,616.800758,0.000000,0.000000,0.000000,0.000000,2350.463462,2905.584145,421.448505,73.622844,0.000000,0.000000,0.000000,495.071349
2025-01-01,初始化,69,11:20-11:30,11:30-11:40,06:00版本,12:00,4,0,06:00批次,均衡重采样,0.482700,860.225303,108.906897,305.732500,1188.195000,882.462500,841.609485,942.240231,100.630746,0.000000,636.507731,0.000000,0.000000,0.000000,0.000000,2905.584145,3478.441102,406.244898,72.861692,0.000000,0.000000,0.000000,479.106590
2025-01-01,初始化,70,11:30-11:40,11:40-11:50,06:00版本,12:00,3,0,06:00批次,均衡重采样,0.478500,856.289464,115.776386,256.049150,1161.839883,905.790733,845.874782,949.109719,103.234937,0.000000,693.060569,0.000000,0.000000,0.000000,0.000000,3478.441102,4102.195615,404.751083,74.096876,0.000000,0.000000,0.000000,478.847960
2025-01-01,初始化,71,11:40-11:50,11:50-12:00,06:00版本,12:00,2,0,06:00批次,均衡重采样,0.466200,852.353625,99.796542,198.832100,1108.082283,909.250183,827.290746,933.129875,105.839129,0.000000,734.297775,0.000000,0.000000,0.000000,0.000000,4102.195615,4763.063613,385.682946,74.013303,0.000000,0.000000,0.000000,459.696249
2025-01-01,初始化,72,11:50-12:00,12:00-12:10,06:00版本,12:00,1,0,06:00批次,均衡重采样,0.443200,848.417786,71.492331,189.929583,1078.548333,888.618750,796.382343,904.825664,108.443321,0.000000,714.896081,0.000000,0.000000,0.000000,0.000000,4763.063613,5406.470085,352.956654,72.093120,0.000000,0.000000,0.000000,425.049774
2025-01-01,初始化,73,12:00-12:10,12:10-12:20,12:00版本,18:00,6,10,12:00批次,均衡重采样,0.441100,888.600935,27.197515,259.088700,1113.530917,854.442217,788.627824,860.530849,71.903025,0.000000,601.442149,0.000000,0.000000,0.000000,0.000000,5406.470085,5947.768019,347.863733,47.574636,0.000000,0.000000,0.000000,395.438369
2025-01-01,初始化,74,12:10-12:20,12:20-12:30,12:00版本,18:00,6,10,12:00批次,均衡重采样,0.455100,888.565304,30.510096,244.463650,1097.545233,853.081583,783.287421,863.843429,80.556008,0.000000,619.379779,0.000000,0.000000,0.000000,0.000000,5947.768019,6505.209820,356.474105,54.991559,0.000000,0.000000,0.000000,411.465664
2025-01-01,初始化,75,12:20-12:30,12:30-12:40,12:00版本,18:00,6,10,12:00批次,均衡重采样,0.446300,888.529674,25.775160,163.565833,1047.328333,883.762500,769.899501,859.108493,89.208992,0.000000,695.542660,0.000000,0.000000,0.000000,0.000000,6505.209820,7131.198214,343.606147,59.720959,0.000000,0.000000,0.000000,403.327107
2025-01-01,初始化,76,12:30-12:40,12:40-12:50,12:00版本,18:00,6,9,12:00批次,均衡重采样,0.411300,888.494043,21.899757,191.355433,1091.322033,899.966600,757.371115,855.233090,97.861975,0.000000,663.877657,0.000000,0.000000,0.000000,0.000000,7131.198214,7728.688105,311.506740,60.375945,0.000000,0.000000,0.000000,371.882685
2025-01-01,初始化,77,12:40-12:50,12:50-13:00,12:00版本,18:00,6,9,12:00批次,均衡重采样,0.568200,888.458412,39.226021,228.338350,1124.613150,896.274800,766.044396,872.559354,106.514958,0.000000,644.221004,0.000000,0.000000,0.000000,0.000000,7728.688105,8308.487009,435.266426,90.782699,0.000000,0.000000,0.000000,526.049125
