日期,L0 因果实际总购电费（元）,L1 完美日预测总购电费（元）,L2 全知全局购电费（元）,L0 实际日末储电量（kWh）,L1 日末储电量（kWh）,L2 日末储电量（kWh）,L0 紧急购电量（kWh）,L1 紧急购电量（kWh）,L0 累计购电费（元）,L1 累计购电费（元）,L2 累计购电费（元）
2025-04-15,38129.801178,32588.590877,32866.202182,6000.000000,6000.000000,8550.000000,0.000000,0.000000,2923757.071754,2584113.795914,2583310.168077
2025-04-16,38211.961686,35111.340664,35102.990664,5977.082630,6000.000000,8550.000000,110.255093,0.000000,2961969.033440,2619225.136579,2618413.158741
2025-04-17,37913.646359,33918.642881,31174.453355,6000.000000,6000.000000,2727.392630,10.452500,0.000000,2999882.679799,2653143.779460,2649587.612096
2025-04-18,14782.258257,12663.127529,12446.504913,6000.000000,6000.000000,2741.627315,18.905933,0.000000,3014664.938056,2665806.906989,2662034.117009
2025-04-19,14578.289124,12587.134221,15094.053565,5978.107093,6000.000000,8550.000000,29.222117,0.000000,3029243.227180,2678394.041210,2677128.170574
2025-04-20,37322.982453,33029.440587,32737.890587,5978.451852,6000.000000,7950.000000,0.000000,0.000000,3066566.209633,2711423.481797,2709866.061161
2025-04-21,37356.607877,31292.876126,31572.861324,6000.000000,6000.000000,8550.000000,106.934327,0.000000,3103922.817510,2742716.357923,2741438.922485
2025-04-22,37349.785087,33002.395539,32994.045539,5963.396296,6000.000000,8550.000000,87.090283,0.000000,3141272.602597,2775718.753462,2774432.968024
2025-04-23,37186.066467,32439.376978,32147.826978,6000.000000,6000.000000,7950.000000,92.979994,0.000000,3178458.669064,2808158.130440,2806580.795002
2025-04-24,36618.201785,30788.004950,28127.885552,6000.000000,6000.000000,2287.612963,2.902500,0.000000,3215076.870849,2838946.135390,2834708.680554
2025-04-25,13736.870334,12194.430835,11900.625281,6000.000000,6000.000000,2202.394148,0.000000,0.000000,3228813.741183,2851140.566225,2846609.305835
2025-04-26,13806.045854,12572.853401,15009.221729,5993.174056,6000.000000,7950.000000,38.226767,0.000000,3242619.787037,2863713.419627,2861618.527564
2025-04-27,35377.489040,31786.308834,32064.873153,5978.735185,6000.000000,8550.000000,143.736366,0.000000,3277997.276077,2895499.728461,2893683.400717
2025-04-28,51170.814130,35286.584712,34522.549415,6000.000000,6000.000000,6947.259981,2693.198090,0.000000,3329168.090207,2930786.313173,2928205.950132
2025-04-29,37565.476530,31137.383784,31609.277073,6000.000000,6000.000000,7950.000000,185.122717,0.000000,3366733.566737,2961923.696958,2959815.227205
2025-04-30,36266.763068,30734.310629,30730.042006,5917.545685,6000.000000,7950.000000,6.844407,0.000000,3403000.329805,2992658.007587,2990545.269212
2025-05-01,45102.164505,34407.227755,31942.480839,5603.651290,6000.000000,2711.401426,1570.274570,0.000000,3448102.494310,3027065.235342,3022487.750051
2025-05-02,22959.000627,15326.724029,14945.915962,5791.816913,6000.000000,2374.917889,1694.907383,0.000000,3471061.494937,3042391.959370,3037433.666013
2025-05-03,19782.053588,14741.980210,17110.415509,5873.021673,6000.000000,7950.000000,955.917045,0.000000,3490843.548525,3057133.939581,3054544.081523
2025-05-04,43672.544843,33879.416408,34158.482291,5622.157328,6000.000000,8550.000000,1166.919312,0.000000,3534516.093368,3091013.355989,3088702.563814
2025-05-05,40209.855935,35634.865886,35503.826747,6000.000000,6000.000000,8290.065383,383.524356,0.000000,3574725.949303,3126648.221875,3124206.390561
2025-05-06,39673.421908,34535.129143,34650.363612,5968.805556,6000.000000,8550.000000,169.784714,0.000000,3614399.371211,3161183.351018,3158856.754173
2025-05-07,40112.654826,36069.816766,36061.466766,5983.554759,6000.000000,8550.000000,210.711939,0.000000,3654512.026037,3197253.167784,3194918.220939
2025-05-08,40891.527577,35933.882411,33083.181962,6000.000000,6000.000000,2498.470130,359.047761,0.000000,3695403.553614,3233187.050195,3228001.402901
2025-05-09,16140.948356,14443.958224,14095.273461,6000.000000,6000.000000,2263.782398,116.107050,0.000000,3711544.501970,3247631.008418,3242096.676363
2025-05-10,15851.145519,14445.534507,17141.121919,5985.587037,6000.000000,8550.000000,34.222950,0.000000,3727395.647489,3262076.542925,3259237.798281
2025-05-11,40957.662636,35752.343880,35460.793880,5969.874778,6000.000000,7950.000000,247.791819,0.000000,3768353.310125,3297828.886806,3294698.592162
2025-05-12,39842.437455,33836.769385,34115.555146,6000.000000,6000.000000,8550.000000,121.982405,0.000000,3808195.747580,3331665.656190,3328814.147308
2025-05-13,39565.551327,34285.389724,34277.039724,6000.000000,6000.000000,8550.000000,2.280000,0.000000,3847761.298907,3365951.045914,3363091.187031
2025-05-14,39255.167868,34207.268049,34129.988732,5974.872130,6000.000000,8403.963313,16.957837,0.000000,3887016.466775,3400158.313962,3397221.175764
2025-05-15,39133.651899,34266.100478,31139.240387,6000.000000,6000.000000,1738.952630,65.553783,0.000000,3926150.118674,3434424.414440,3428360.416150
2025-05-16,15829.879290,13626.698396,13324.891342,6000.000000,6000.000000,1700.887370,49.120105,0.000000,3941979.997964,3448051.112836,3441685.307492
2025-05-17,16000.051661,14479.672293,17397.056677,5976.142593,6000.000000,8550.000000,66.942300,0.000000,3957980.049625,3462530.785128,3459082.364169
2025-05-18,38990.117222,34102.073337,33400.689309,6000.000000,6000.000000,7080.246167,146.351140,0.000000,3996970.166847,3496632.858465,3492483.053477
2025-05-19,38987.387409,31747.863454,32440.187263,5998.341722,6000.000000,8550.000000,67.003333,0.000000,4035957.554256,3528380.721919,3524923.240741
2025-05-20,39335.849464,34946.604018,34655.054018,6000.000000,6000.000000,7950.000000,224.203417,0.000000,4075293.403720,3563327.325937,3559578.294759
2025-05-21,39116.969756,33694.601625,33692.120429,5951.894574,6000.000000,7950.000000,204.110310,0.000000,4114410.373476,3597021.927562,3593270.415187
2025-05-22,38661.404068,33154.245673,30261.404119,6000.000000,6000.000000,1777.963778,46.965133,0.000000,4153071.777544,3630176.173235,3623531.819306
2025-05-23,15645.628413,13622.360655,13289.331664,6000.000000,6000.000000,1664.534685,8.403428,0.000000,4168717.405957,3643798.533890,3636821.150970
2025-05-24,15607.895413,13428.810711,15475.580886,6000.000000,6000.000000,6673.143042,4.717850,0.000000,4184325.301370,3657227.344601,3652296.731856
2025-05-25,37559.806261,32071.032112,32955.482978,6000.000000,6000.000000,8550.000000,1.357687,0.000000,4221885.107631,3689298.376713,3685252.214834
2025-05-26,37139.810413,34826.445847,34509.870245,6000.000000,6000.000000,7896.892143,45.454983,0.000000,4259024.918044,3724124.822560,3719762.085078
2025-05-27,37730.350834,32221.680913,32527.621740,6000.000000,6000.000000,8550.000000,42.023905,0.000000,4296755.268878,3756346.503473,3752289.706818
2025-05-28,37542.209395,33612.398493,33604.048493,5994.535185,6000.000000,8550.000000,50.702627,0.000000,4334297.478273,3789958.901965,3785893.755311
2025-05-29,38000.449538,34933.920218,31841.611369,6000.000000,6000.000000,1979.006296,125.573540,0.000000,4372297.927811,3824892.822184,3817735.366680
2025-05-30,16096.610768,13763.791227,13515.027271,6000.000000,6000.000000,2038.858796,184.964283,0.000000,4388394.538579,3838656.613411,3831250.393951
2025-05-31,15182.786311,13501.524253,16285.828361,5830.330537,6000.000000,8550.000000,0.399833,0.000000,4403577.324890,3852158.137664,3847536.222312
2025-06-01,92924.477761,46024.812916,46016.462916,5015.465233,6000.000000,8550.000000,10390.065794,0.000000,4496501.802651,3898182.950580,3893552.685228
2025-06-02,76948.543672,45130.214237,45121.864237,5115.046113,6000.000000,8550.000000,7650.529929,0.000000,4573450.346323,3943313.164817,3938674.549465
2025-06-03,52013.680936,44492.716055,44484.366055,5946.285704,6000.000000,8550.000000,727.637258,0.000000,4625464.027259,3987805.880872,3983158.915520
2025-06-04,52768.880295,44940.081573,44931.731573,5998.098148,6000.000000,8550.000000,1235.040223,0.000000,4678232.907554,4032745.962445,4028090.647093
2025-06-05,51875.460796,46275.777780,43519.099894,6000.000000,6000.000000,2700.619111,911.308356,0.000000,4730108.368350,4079021.740225,4071609.746987
2025-06-06,41065.249278,20768.344748,20543.035063,5249.717111,6000.000000,2700.544852,5608.948718,0.000000,4771173.617628,4099790.084973,4092152.782050
2025-06-07,22582.573930,19763.413896,22286.517806,5832.437963,6000.000000,8550.000000,195.129983,0.000000,4793756.191558,4119553.498869,4114439.299855
2025-06-08,54031.820857,42668.347628,42659.997628,5992.485204,6000.000000,8550.000000,50.263750,0.000000,4847788.012415,4162221.846497,4157099.297483
2025-06-09,55389.270271,46499.200340,46490.850340,5961.734741,6000.000000,8550.000000,756.898573,0.000000,4903177.282686,4208721.046836,4203590.147823
2025-06-10,52074.270609,46588.424404,46580.074404,5998.875926,6000.000000,8550.000000,139.957586,0.000000,4955251.553295,4255309.471240,4250170.222227
2025-06-11,60271.911811,50338.452578,50330.102578,6000.000000,6000.000000,8550.000000,2113.328297,0.000000,5015523.465106,4305647.923818,4300500.324805
2025-06-12,53130.712748,47572.717735,44832.291180,6000.000000,6000.000000,2735.459981,130.502883,0.000000,5068654.177854,4353220.641553,4345332.615985
2025-06-13,21531.616268,19625.126784,19236.135705,6000.000000,6000.000000,2378.505481,198.242583,0.000000,5090185.794122,4372845.768337,4364568.751689
2025-06-14,20948.567716,19545.693531,22195.612992,5968.909019,6000.000000,8550.000000,105.166883,0.000000,5111134.361838,4392391.461868,4386764.364681
2025-06-15,52763.657932,45832.707686,45824.357686,6000.000000,6000.000000,8550.000000,53.865117,0.000000,5163898.019770,4438224.169554,4432588.722367
2025-06-16,52501.478988,47555.651517,47547.301517,6000.000000,6000.000000,8550.000000,163.929969,0.000000,5216399.498758,4485779.821071,4480136.023884
2025-06-17,58128.680619,48968.221511,48959.871511,6000.000000,6000.000000,8550.000000,1496.517993,0.000000,5274528.179377,4534748.042582,4529095.895395
2025-06-18,52118.311081,46025.602877,46017.252877,6000.000000,6000.000000,8550.000000,15.676483,0.000000,5326646.490458,4580773.645459,4575113.148272
2025-06-19,52692.953401,44653.695690,41609.016673,6000.000000,6000.000000,2081.411574,204.609400,0.000000,5379339.443859,4625427.341148,4616722.164944
2025-06-20,21041.087875,18335.740954,18196.500422,6000.000000,6000.000000,2361.059963,25.242083,0.000000,5400380.531734,4643763.082102,4634918.665366
2025-06-21,20815.339262,17813.708869,20470.693303,6000.000000,6000.000000,8550.000000,38.221887,0.000000,5421195.870996,4661576.790971,4655389.358669
2025-06-22,51400.210934,43826.719168,43818.369168,6000.000000,6000.000000,8550.000000,183.338331,0.000000,5472596.081930,4705403.510139,4699207.727837
2025-06-23,50443.300039,44177.235502,44168.885502,6000.000000,6000.000000,8550.000000,15.346650,0.000000,5523039.381969,4749580.745642,4743376.613339
2025-06-24,60342.908015,50044.729938,50036.379938,5980.944444,6000.000000,8550.000000,2232.704245,0.000000,5583382.289984,4799625.475580,4793412.993277
2025-06-25,52461.919083,45523.120013,45514.770013,6000.000000,6000.000000,8550.000000,50.722950,0.000000,5635844.209067,4845148.595592,4838927.763290
2025-06-26,51747.581829,43982.656035,41039.084766,6000.000000,6000.000000,2298.795648,109.242317,0.000000,5687591.790896,4889131.251627,4879966.848056
2025-06-27,20580.562641,17719.899572,17464.172749,6000.000000,6000.000000,2294.559037,45.061117,0.000000,5708172.353537,4906851.151199,4897431.020805
2025-06-28,20238.800948,17832.059237,20515.441153,5889.458093,6000.000000,8550.000000,10.682917,0.000000,5728411.154485,4924683.210436,4917946.461957
2025-06-29,50706.998962,44675.587423,44667.237423,6000.000000,6000.000000,8550.000000,165.979848,0.000000,5779118.153447,4969358.797859,4962613.699380
2025-06-30,51450.863418,45221.710273,45213.360273,5821.739315,6000.000000,8550.000000,364.281700,0.000000,5830569.016865,5014580.508132,5007827.059653
2025-07-01,69078.438991,51727.153961,51718.803961,4869.609413,6000.000000,8550.000000,4765.364544,0.000000,5899647.455856,5066307.662093,5059545.863614
2025-07-02,66332.705105,47980.044930,47971.694930,5094.166760,6000.000000,8550.000000,3771.208783,0.000000,5965980.160961,5114287.707023,5107517.558544
2025-07-03,61841.204579,52622.412108,49914.026192,6000.000000,6000.000000,2804.151204,867.886936,0.000000,6027821.365540,5166910.119131,5157431.584736
2025-07-04,41660.111556,24369.493502,24199.419905,4937.591435,6000.000000,2905.702537,5638.639667,0.000000,6069481.477096,5191279.612633,5181631.004641
2025-07-05,27236.191835,24715.660143,27158.396238,5849.408185,6000.000000,8550.000000,283.745483,0.000000,6096717.668931,5215995.272776,5208789.400879
2025-07-06,60005.189479,53087.619685,53079.269685,5988.078926,6000.000000,8550.000000,785.695114,0.000000,6156722.858410,5269082.892461,5261868.670564
2025-07-07,58163.044361,48177.682459,48169.332459,5991.943000,6000.000000,8550.000000,408.810441,0.000000,6214885.902771,5317260.574920,5310038.003023
2025-07-08,58403.325107,50474.175478,50465.825478,6000.000000,6000.000000,8550.000000,295.396179,0.000000,6273289.227878,5367734.750398,5360503.828501
2025-07-09,57432.670804,48920.562788,48912.212788,6000.000000,6000.000000,8550.000000,218.473283,0.000000,6330721.898682,5416655.313185,5409416.041288
2025-07-10,54921.660619,48585.935682,46102.863025,6000.000000,6000.000000,3287.195352,146.739700,0.000000,6385643.559301,5465241.248867,5455518.904313
2025-07-11,27138.530856,24331.042236,23965.882093,6000.000000,6000.000000,2896.492889,494.682300,0.000000,6412782.090157,5489572.291103,5479484.786406
2025-07-12,26712.544152,24696.935172,27143.120662,5899.068278,6000.000000,8550.000000,255.289248,0.000000,6439494.634309,5514269.226274,5506627.907069
2025-07-13,56046.980600,46587.990236,46579.640236,6000.000000,6000.000000,8550.000000,109.855867,0.000000,6495541.614909,5560857.216510,5553207.547305
2025-07-14,55751.536086,47724.199012,47715.849012,6000.000000,6000.000000,8550.000000,228.326821,0.000000,6551293.150995,5608581.415523,5600923.396317
2025-07-15,55997.448511,48003.274841,47994.924841,6000.000000,6000.000000,8550.000000,565.731700,0.000000,6607290.599506,5656584.690363,5648918.321158
2025-07-16,54890.768138,47808.545973,47800.195973,6000.000000,6000.000000,8550.000000,141.575633,0.000000,6662181.367644,5704393.236336,5696718.517130
2025-07-17,55330.969685,48528.140967,45746.359314,6000.000000,6000.000000,2646.647185,335.434798,0.000000,6717512.337329,5752921.377303,5742464.876444
2025-07-18,26242.731452,23621.955888,23152.382950,6000.000000,6000.000000,2128.760296,56.457100,0.000000,6743755.068781,5776543.333191,5765617.259393
2025-07-19,26377.757939,24325.256744,27075.138029,5881.582463,6000.000000,8550.000000,120.412283,0.000000,6770132.826720,5800868.589935,5792692.397422
2025-07-20,54441.565733,47513.729792,47505.379792,5998.213278,6000.000000,8550.000000,12.857150,0.000000,6824574.392453,5848382.319727,5840197.777215
2025-07-21,54565.484709,48949.766086,48941.416086,5979.027778,6000.000000,8550.000000,175.990029,0.000000,6879139.877162,5897332.085813,5889139.193300
2025-07-22,56189.259372,48694.216039,48685.866039,6000.000000,6000.000000,8550.000000,590.983059,0.000000,6935329.136534,5946026.301852,5937825.059340
2025-07-23,54162.585914,49306.982641,49298.632641,5992.357667,6000.000000,8550.000000,65.252950,0.000000,6989491.722448,5995333.284493,5987123.691981
2025-07-24,55837.499860,48805.991643,45980.683047,6000.000000,6000.000000,2553.063218,487.115406,0.000000,7045329.222308,6044139.276136,6033104.375028
2025-07-25,26841.458553,23332.988084,23188.321138,6000.000000,6000.000000,2746.811407,118.884576,0.000000,7072170.680861,6067472.264221,6056292.696166
2025-07-26,25885.208011,23636.904749,26142.392505,5998.400000,6000.000000,8550.000000,0.000000,0.000000,7098055.888872,6091109.168969,6082435.088670
2025-07-27,53900.602998,48706.922516,48698.572516,5998.566667,6000.000000,8550.000000,85.794734,0.000000,7151956.491870,6139816.091485,6131133.661186
2025-07-28,55009.460026,51287.274291,51278.924291,6000.000000,6000.000000,8550.000000,392.275291,0.000000,7206965.951896,6191103.365775,6182412.585477
2025-07-29,54749.587576,49862.140999,49853.790999,6000.000000,6000.000000,8550.000000,133.854150,0.000000,7261715.539472,6240965.506774,6232266.376475
2025-07-30,54897.473785,48952.006676,48943.656676,6000.000000,6000.000000,8550.000000,185.273948,0.000000,7316613.013257,6289917.513450,6281210.033151
2025-07-31,54563.776301,49476.159922,46454.582914,6000.000000,6000.000000,2131.081444,102.108250,0.000000,7371176.789558,6339393.673372,6327664.616065
2025-08-01,25946.781391,22915.396662,22784.689721,6000.000000,6000.000000,2417.869648,12.545267,0.000000,7397123.570949,6362309.070034,6350449.305786
2025-08-02,25648.088833,22781.927848,25134.188065,5907.773296,6000.000000,7950.000000,0.000000,0.000000,7422771.659782,6385090.997883,6375583.493852
2025-08-03,54359.725056,42832.115619,43060.609788,6000.000000,6000.000000,8440.953208,114.385633,0.000000,7477131.384838,6427923.113502,6418644.103639
2025-08-04,53259.891164,43957.542255,44001.037946,5969.728370,6000.000000,8550.000000,4.497100,0.000000,7530391.276002,6471880.655757,6462645.141585
