日期,时间段,计划充电量,实际充电量,计划放电量,实际放电量,充电截断量,放电截断量,计划时段末储电量,实际时段末储电量,实际减计划储电量,累计截断解释的储电偏差,偏差恒等式残差
2025-12-31,06:10-06:20,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,06:20-06:30,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,06:30-06:40,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,06:40-06:50,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,06:50-07:00,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,07:00-07:10,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,07:10-07:20,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,07:20-07:30,0.0,0.0,0.0,0.0,0.0,0.0,10050.0,10088.318074074074,38.31807407407359,38.3180740740742,-6.039613253960852e-13
2025-12-31,07:30-07:40,833.3333333333333,790.7576954732515,0.0,0.0,42.57563786008177,0.0,10800.0,10800.0,0.0,6.039613253960852e-13,-6.039613253960852e-13
2025-12-31,07:40-07:50,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,6.039613253960852e-13,-6.039613253960852e-13
2025-12-31,07:50-08:00,0.0,0.0,833.3333333333333,811.7174999999999,0.0,21.6158333333334,9874.074074074075,9898.091666666667,24.017592592592337,24.017592592593267,-9.308109838457312e-13
2025-12-31,08:00-08:10,0.0,0.0,833.3333333333333,811.4494499999998,0.0,21.883883333333415,8948.14814814815,8996.481166666668,48.33301851851866,48.33301851851928,-6.252776074688882e-13
2025-12-31,08:10-08:20,0.0,0.0,833.3333333333333,792.5029333333332,0.0,40.830400000000054,8022.2222222222235,8115.922351851854,93.70012962963028,93.70012962963045,-1.7053025658242404e-13
2025-12-31,08:20-08:30,0.0,0.0,814.7504166666666,758.7054166666667,0.0,56.04499999999996,7116.943981481483,7272.916333333335,155.97235185185218,155.97235185185264,-4.547473508864641e-13
2025-12-31,08:30-08:40,0.0,0.0,770.4590166666667,737.2064833333333,0.0,33.25253333333342,6260.878407407409,6453.798018518521,192.9196111111114,192.91961111111198,-5.684341886080801e-13
2025-12-31,08:40-08:50,0.0,0.0,719.8439333333333,706.7816,0.0,13.0623333333333,5461.051814814817,5668.485129629632,207.43331481481528,207.43331481481565,-3.694822225952521e-13
2025-12-31,08:50-09:00,0.0,0.0,682.06125,647.6283333333334,0.0,34.43291666666653,4703.205981481484,4948.898092592595,245.69211111111144,245.69211111111179,-3.410605131648481e-13
2025-12-31,09:00-09:10,0.0,0.0,635.3349166666665,580.4590000000001,0.0,54.8759166666664,3997.278296296299,4303.943648148151,306.66535185185194,306.6653518518522,-2.8421709430404007e-13
2025-12-31,09:10-09:20,0.0,0.0,597.1732499999998,510.24645,0.0,86.92679999999984,3333.7524629629656,3737.003148148151,403.2506851851854,403.2506851851854,0.0
2025-12-31,09:20-09:30,0.0,0.0,571.4524999999999,468.0816666666667,0.0,103.37083333333317,2698.8052407407436,3216.9124074074102,518.1071666666667,518.1071666666667,0.0
2025-12-31,09:30-09:40,0.0,0.0,0.0,0.0,0.0,0.0,2698.8052407407436,3216.9124074074102,518.1071666666667,518.1071666666667,0.0
2025-12-31,09:40-09:50,0.0,0.0,0.0,0.0,0.0,0.0,2698.8052407407436,3216.9124074074102,518.1071666666667,518.1071666666667,0.0
2025-12-31,09:50-10:00,0.0,0.0,449.6566666666665,449.6566666666665,0.0,0.0,2199.1867222222254,2717.293888888892,518.1071666666667,518.1071666666667,0.0
2025-12-31,10:00-10:10,0.0,0.0,377.8585499999999,377.8585499999999,0.0,0.0,1779.3438888888923,2297.451055555559,518.1071666666667,518.1071666666667,0.0
2025-12-31,10:10-10:20,0.0,0.0,223.18450000000303,223.18450000000303,0.0,0.0,1531.361111111111,2049.468277777778,518.1071666666669,518.1071666666667,2.2737367544323206e-13
2025-12-31,10:20-10:30,0.0,0.0,0.0,0.0,0.0,0.0,1531.361111111111,2049.468277777778,518.1071666666669,518.1071666666667,2.2737367544323206e-13
2025-12-31,10:30-10:40,0.0,0.0,298.225,298.225,0.0,0.0,1200.0,1718.107166666667,518.1071666666669,518.1071666666667,2.2737367544323206e-13
2025-12-31,10:40-10:50,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1718.107166666667,518.1071666666669,518.1071666666667,2.2737367544323206e-13
2025-12-31,10:50-11:00,833.3333333333333,785.3099999999997,0.0,0.0,48.02333333333354,0.0,1950.0,2424.8861666666667,474.88616666666667,474.8861666666665,1.7053025658242404e-13
2025-12-31,11:00-11:10,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,2700.0,3174.8861666666667,474.88616666666667,474.8861666666665,1.7053025658242404e-13
2025-12-31,11:10-11:20,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,3450.0,3924.8861666666667,474.88616666666667,474.8861666666665,1.7053025658242404e-13
2025-12-31,11:20-11:30,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,4200.0,4674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,11:30-11:40,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,4950.0,5424.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,11:40-11:50,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,5700.0,6174.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,11:50-12:00,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,6450.0,6924.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,12:00-12:10,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,7200.0,7674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,12:10-12:20,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,7950.0,8424.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,12:20-12:30,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,8700.0,9174.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,12:30-12:40,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,9450.0,9924.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,12:40-12:50,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,10200.0,10674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,12:50-13:00,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,10674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,13:00-13:10,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,10674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,13:10-13:20,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,10674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,13:20-13:30,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,10674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,13:30-13:40,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,10674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,13:40-13:50,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,10674.886166666667,474.8861666666671,474.8861666666665,6.252776074688882e-13
2025-12-31,13:50-14:00,0.0,0.0,367.50333333333333,308.3941666666667,0.0,59.109166666666624,9791.662962962962,10332.225981481482,540.56301851852,540.5630185185183,1.7053025658242404e-12
2025-12-31,14:00-14:10,0.0,0.0,373.9331666666667,339.34758333333343,0.0,34.58558333333326,9376.181666666665,9955.173111111111,578.9914444444457,578.9914444444441,1.5916157281026244e-12
2025-12-31,14:10-14:20,0.0,0.0,410.7346,350.4652166666666,0.0,60.269383333333394,8919.809888888887,9565.767314814815,645.957425925928,645.9574259259257,2.2737367544323206e-12
2025-12-31,14:20-14:30,0.0,0.0,457.1129166666665,366.68125,0.0,90.4316666666665,8411.906648148146,9158.343703703704,746.4370555555579,746.4370555555552,2.7284841053187847e-12
2025-12-31,14:30-14:40,0.0,0.0,468.01424999999995,461.7022833333333,0.0,6.311966666666649,7891.890814814813,8645.341166666667,753.4503518518541,753.4503518518515,2.6147972675971687e-12
2025-12-31,14:40-14:50,0.0,0.0,500.98856666666666,500.98856666666666,0.0,0.0,7335.23685185185,8088.687203703704,753.4503518518541,753.4503518518515,2.6147972675971687e-12
2025-12-31,14:50-15:00,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,8085.23685185185,8838.687203703703,753.4503518518532,753.4503518518515,1.7053025658242404e-12
2025-12-31,15:00-15:10,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,8835.236851851849,9588.687203703703,753.4503518518541,753.4503518518515,2.6147972675971687e-12
2025-12-31,15:10-15:20,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,9585.236851851849,10338.687203703703,753.4503518518541,753.4503518518515,2.6147972675971687e-12
2025-12-31,15:20-15:30,833.3333333333333,512.5697736625524,0.0,0.0,320.76355967078086,0.0,10335.236851851849,10800.0,464.76314814815123,464.7631481481487,2.5579538487363607e-12
2025-12-31,15:30-15:40,516.4034979423902,0.0,0.0,0.0,516.4034979423902,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,15:40-15:50,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,15:50-16:00,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,16:00-16:10,-0.0,-0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,16:10-16:20,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,16:20-16:30,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,16:30-16:40,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,16:40-16:50,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,16:50-17:00,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,17:00-17:10,-0.0,-0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,17:10-17:20,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,17:20-17:30,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,17:30-17:40,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,17:40-17:50,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,17:50-18:00,0.0,0.0,-0.0,-0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,18:00-18:10,0.0,0.0,-0.0,-0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,18:10-18:20,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,18:20-18:30,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,18:30-18:40,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,10800.0,0.0,-2.5579538487363607e-12,2.5579538487363607e-12
2025-12-31,18:40-18:50,0.0,0.0,486.31609999999944,456.05083333333266,0.0,30.265266666666776,10259.648777777778,10293.276851851853,33.6280740740749,33.628074074071634,3.268496584496461e-12
2025-12-31,18:50-19:00,0.0,0.0,738.7950000000001,711.785,0.0,27.010000000000105,9438.765444444445,9502.404629629631,63.63918518518585,63.63918518518286,2.9913849175500218e-12
2025-12-31,19:00-19:10,0.0,0.0,725.9706833333332,709.08545,0.0,16.88523333333319,8632.131351851853,8714.531907407409,82.40055555555591,82.40055555555307,2.8421709430404007e-12
2025-12-31,19:10-19:20,0.0,0.0,727.8751333333332,726.2150833333333,0.0,1.6600499999999556,7823.381203703704,7907.62625925926,84.24505555555606,84.24505555555302,3.0411229090532288e-12
2025-12-31,19:20-19:30,0.0,0.0,741.9666666666667,741.9666666666667,0.0,0.0,6998.973796296296,7083.218851851852,84.24505555555606,84.24505555555302,3.0411229090532288e-12
2025-12-31,19:30-19:40,0.0,0.0,742.3855,731.9663666666667,0.0,10.41913333333332,6174.101018518519,6269.922888888889,95.82187037037056,95.82187037036782,2.7426949600339867e-12
2025-12-31,19:40-19:50,0.0,0.0,751.9125166666665,717.7387666666666,0.0,34.17374999999993,5338.642666666667,5472.435370370371,133.79270370370432,133.79270370370108,3.240074875066057e-12
2025-12-31,19:50-20:00,0.0,0.0,753.0799999999999,726.0966666666666,0.0,26.98333333333335,4501.887111111111,4665.661296296297,163.77418518518607,163.77418518518257,3.495870259939693e-12
2025-12-31,20:00-20:10,0.0,0.0,746.8491,740.61085,0.0,6.238249999999994,3672.0547777777774,3842.7603518518526,170.70557407407523,170.70557407407145,3.780087354243733e-12
2025-12-31,20:10-20:20,0.0,0.0,740.1677500000001,729.9435,0.0,10.224250000000097,2849.6461666666664,3031.7120185185195,182.06585185185304,182.06585185184935,3.694822225952521e-12
2025-12-31,20:20-20:30,0.0,0.0,745.8716666666666,709.1949999999999,0.0,36.67666666666662,2020.8998703703703,2243.717574074075,222.81770370370464,222.81770370370114,3.495870259939693e-12
2025-12-31,20:30-20:40,0.0,0.0,738.8098833333333,722.4152666666666,0.0,16.394616666666707,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,20:40-20:50,0.0,0.0,-0.0,-0.0,0.0,0.0,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,20:50-21:00,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,21:00-21:10,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,21:10-21:20,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,21:20-21:30,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,21:30-21:40,0.0,0.0,-0.0,-0.0,0.0,0.0,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,21:40-21:50,0.0,0.0,-0.0,-0.0,0.0,0.0,1200.0,1441.0339444444453,241.0339444444453,241.03394444444191,3.382183422218077e-12
2025-12-31,21:50-22:00,833.3333333333333,828.7933333333333,0.0,0.0,4.539999999999964,0.0,1950.0,2186.947944444445,236.94794444444506,236.94794444444196,3.097966327914037e-12
2025-12-31,22:00-22:10,833.3333333333333,806.5604999999999,0.0,0.0,26.772833333333324,0.0,2700.0,2912.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,22:10-22:20,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,2912.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,22:20-22:30,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,3450.0,3662.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,22:30-22:40,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,4200.0,4412.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,22:40-22:50,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,4412.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,22:50-23:00,500.0,500.0,0.0,0.0,0.0,0.0,4650.0,4862.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,23:00-23:10,0.0,0.0,0.0,0.0,0.0,0.0,4650.0,4862.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,23:10-23:20,0.0,0.0,0.0,0.0,0.0,0.0,4650.0,4862.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,23:20-23:30,833.3333333333333,833.3333333333333,0.0,0.0,0.0,0.0,5400.0,5612.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,23:30-23:40,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,5612.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,23:40-23:50,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,5612.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
2025-12-31,23:50-24:00,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,5612.852394444445,212.85239444444505,212.85239444444196,3.097966327914037e-12
